Time;20230815_CLBGA_PER2_1;20230815_CLBGA_PER2_2;20230815_CLBGA_PER2_3;20230815_IMR5_PER2_1;20230815_IMR5_PER2_2;20230815_IMR5_PER2_3;20230815_NGP_PER2_1;20230815_NGP_PER2_2;20230815_NGP_PER2_3;20230815_SKNBE_PER2_1;20230815_SKNBE_PER2_2;20230815_SKNBE_PER2_3;20230815_SKNSH_PER2_1;20230808_CLBGA_PER2_1;20230808_CLBGA_PER2_2;20230808_CLBGA_PER2_3;20230808_NGP_PER2_1;20230808_NGP_PER2_2;20230808_NGP_PER2_3;20230808_SKNAS_PER2_1;20230808_SKNAS_PER2_2;20230808_SKNBE_PER2_1;20230808_SKNBE_PER2_2;20230808_SKNBE_PER2_3;20230808_SKNSH_PER2_1;20230808_SKNSH_PER2_2;20230808_SKNSH_PER2_3;20220705_GIMEN_PER2_1;20220705_GIMEN_PER2_2;20220705_GIMEN_PER2_3;20220705_Kelly_PER2_1;20220705_Kelly_PER2_2;20220705_Kelly_PER2_3;20220705_SY5Y_PER2_1;20220705_SY5Y_PER2_2;20220628_Kelly_PER2_1;20220628_Kelly_PER2_2;20220628_Kelly_PER2_3;20210601_SY5Y_PER2_1;20210601_SY5Y_PER2_2;20210601_SY5Y_PER2_3;20210309_IMR5_PER2_1;20210309_IMR5_PER2_2;20210309_IMR5_PER2_3
60.3333;1824.36;1655.6;1564.69;423.137;418.544;555.026;24904.8;25377.6;23112;54.5917;27.5304;65.193;2387.99;1750.86;1292.65;1205.96;16117.2;8800.88;10164.7;1254.94;1986.71;52.2473;21.0626;67.8242;1756.12;1349.63;1793.92;209.661;283.714;203.601;10.7995;36.5317;14.2398;1612.14;1544.98;19.8993;58.9375;25.247;50.8653;22.6313;68.1042;129.665;313.524;181.567
60.5;1820.61;1671.92;1567.27;424.684;422.66;554.855;24638.2;25051.3;22842.5;52.5359;26.5603;66.655;2355.7;1763.56;1291.82;1201.13;16178.8;8845.05;10217.1;1257.69;1998.6;51.8191;20.2712;70.7059;1747.57;1344.91;1794.53;206.269;285.422;199.429;10.9173;36.6677;14.8942;1608.31;1553.45;20.4699;59.0494;24.9244;48.8704;23.3258;65.6061;128.569;310.404;181.502
60.6667;1841.92;1673.52;1573.98;426.082;415.084;559.427;24346.1;24864.6;22310;53.0289;27.071;62.41;2353.68;1748.27;1304.96;1199.02;16257.2;8851.98;10271.2;1263.8;2017.75;54.1723;20.8926;71.9487;1745.44;1326.81;1785.94;209.136;283.109;200.167;10.0482;37.7617;14.7389;1606.9;1539.84;20.1213;59.8656;25.6277;49.7737;21.9635;66.2024;129.375;313.399;184.957
60.8333;1835.36;1670.45;1576.39;427.332;417.029;561.438;24203.4;24765;22014.4;53.5326;27.8161;64.7178;2341.49;1759.3;1304.44;1202;16358.9;8881.65;10306.8;1273.22;2019.37;52.382;20.1004;71.0608;1734.18;1336.91;1778.05;205.834;283.044;200.239;10.667;36.8961;13.5983;1597.15;1540.83;20.4344;60.4069;25.136;48.9626;23.3812;65.0021;127.898;310.263;183.706
61;1840.88;1682.72;1578.65;426.365;421.056;562.555;24164.2;24662.2;21699.7;53.5891;26.3284;63.6216;2335.64;1756.83;1291.65;1202.98;16388.8;8912.09;10346.3;1268.85;2016.29;52.057;21.0464;72.3514;1739.28;1339.68;1770.91;204.962;280.394;199.7;10.3011;37.9853;14.5577;1604.53;1530.76;21.4261;57.0079;24.9885;49.4076;23.402;66.8384;126.659;315.378;183.134
61.1667;1841.05;1686.69;1587.5;426.337;426.711;565.464;24320.1;24500.2;21328.2;55.2671;28.2848;64.8989;2329.95;1755.87;1309.44;1213.12;16458;8950.94;10358.9;1284.32;2030.1;52.9102;21.9834;71.5332;1734.41;1331.85;1774.74;208.071;279.177;193.557;10.5081;36.2991;13.7635;1598.57;1523.81;20.4573;59.8065;25.1666;50.7123;23.0185;67.4855;127.281;317.582;183.004
61.3333;1865.98;1688.32;1595.28;431.216;427.004;563.554;24440.1;24468.2;21130.4;55.1171;28.0695;65.1568;2299.23;1766.43;1309.57;1216.76;16533.9;8972.06;10404.9;1287.03;2032.81;53.4287;20.3485;72.3089;1720.64;1333.03;1778;205.81;282.186;195.142;10.555;36.0412;14.3503;1594.25;1522.98;21.4002;59.4062;25.0662;50.2988;23.0781;66.6705;130.156;314.029;180.532
61.5;1867.15;1698.22;1588.94;430.659;425.847;569.486;24612.8;24311.6;20769.2;50.6888;27.9493;66.8924;2276.18;1756.74;1314.12;1214.09;16536.5;9018.58;10429.7;1286.99;2035.08;54.9939;20.4449;72.7362;1713.91;1326.92;1754.8;206.307;275.014;196.372;10.8993;36.8117;15.0324;1595.41;1516.87;19.729;60.0222;25.9978;50.2936;24.2675;65.6969;127.616;316.726;184.117
61.6667;1871.99;1691.02;1603.97;430.954;431.172;572.399;24781.8;24228.8;20527.3;53.479;28.3881;62.6895;2274.74;1760.43;1310.76;1218.35;16607.4;9024.29;10442.1;1303.19;2044.97;52.3581;20.9766;71.5188;1714.05;1318.06;1763.28;202.594;275.365;195.872;10.9914;36.8195;13.954;1582.87;1504.9;20.3747;58.2991;25.4705;50.781;23.2083;66.311;130.906;319.492;181.434
61.8333;1868.28;1707.72;1600.55;434.6;427.279;572.915;24740.5;24094.6;20211.9;51.8895;26.3398;61.6813;2249.8;1772.86;1314.44;1218.39;16689.4;9050.59;10456;1297.79;2051.7;55.1831;21.0468;70.7093;1710.93;1321.01;1754.84;202.386;276.166;193.756;10.7373;36.1897;14.1541;1571.77;1491.83;21.5091;56.9801;25.2999;51.1732;23.7076;69.1489;129.868;321.34;185.598
62;1880.62;1709.3;1599.12;436.391;427.613;572.732;24516.3;24017.7;19964.1;51.1644;27.2678;66.7286;2257.74;1767.64;1327.63;1217.34;16725.4;9096.78;10462.1;1302.09;2053.44;54.001;20.3575;71.3662;1700.92;1312.47;1753.68;204.856;275.61;193.192;10.0675;37.3841;13.7917;1569.07;1498.13;19.6916;57.7031;25.4479;51.2447;22.833;66.1746;129.173;318.158;182.333
62.1667;1881.31;1700.53;1610.76;436.376;429.443;574.396;24168.4;23872.9;19716.2;50.1153;26.3986;64.5957;2231.3;1762.39;1316.34;1208.32;16758.8;9103.4;10453.5;1310.22;2074.13;53.3748;20.5086;71.4472;1693.4;1324.14;1748.1;199.991;271.39;189.065;11.1628;36.7534;14.331;1567.35;1479.05;20.4679;61.0196;26.5707;50.2154;23.0684;65.6657;130.79;314.99;181.507
62.3333;1879.48;1713.03;1616.58;436.558;436.049;579.446;24050.2;23648.9;19665.4;53.6178;27.4759;63.546;2226.77;1769.56;1334.31;1221.79;16822.1;9164.86;10510.3;1310.7;2072.54;54.4524;21.0794;70.9882;1691.81;1305;1741.5;197.239;268.634;190.186;10.6257;36.2006;15.1104;1560.68;1466.69;20.7751;60.8349;26.4628;51.1619;24.3378;65.0764;129.079;320.507;181.318
62.5;1897.35;1722.3;1618.07;439.178;433.858;574.647;24116.2;23493.1;19596.7;52.22;27.9236;62.4927;2216.2;1772.35;1330.53;1221.21;16888.5;9182.13;10524.8;1317.08;2082.9;53.2998;21.048;71.8364;1666.31;1307.32;1738.39;196.744;268.711;187.517;10.1132;37.068;12.9879;1550.14;1461.81;20.4855;57.4606;26.5223;51.9462;23.6913;70.5475;131.985;321.969;182.053
62.6667;1891.78;1727.02;1617.38;440.286;435.173;582.131;24121.4;23341.5;19670.4;53.1133;28.009;65.5141;2195.34;1766;1332.93;1220.87;16884.2;9228.78;10531.6;1325.29;2087.85;54.3275;22.0096;73.2001;1666.85;1294.74;1722.86;194.652;268.511;189.43;10.8246;38.0649;13.6426;1537.71;1452.35;20.9203;60.7026;27.2913;50.3208;23.3633;68.0994;126.919;323.122;187.523
62.8333;1895.9;1725.32;1619.3;444.504;435.477;579.249;23907.4;23316.2;19769;51.2367;26.4577;64.6406;2176.7;1763.45;1336.85;1223.27;17041.3;9232.28;10538.5;1324.19;2086.41;52.717;21.8406;73.7836;1663.9;1289.17;1718;195.303;268.074;184.685;10.3676;35.8926;13.6472;1542.24;1440.49;20.6278;59.2746;26.7842;50.4797;22.9673;67.9013;129.734;321.396;182.581
63;1914.01;1739.2;1629.02;438.235;436.048;583.516;23646.5;23155.4;19825.9;50.1624;27.7689;64.0553;2166.65;1766.14;1340.27;1218.12;17055.7;9238.36;10574.8;1329.25;2099.42;55.6313;20.945;71.2132;1647.6;1291.63;1720.98;197.305;261.674;183.338;10.6167;37.2349;13.7389;1544.32;1426.09;20.0418;60.2625;26.276;51.8076;24.2967;66.5918;126.732;321.132;183.683
63.1667;1915.2;1739.97;1637.54;443.769;442.459;589.762;23371.4;23010.9;20020.4;53.5224;26.9151;63.6985;2153.08;1756.07;1347.8;1211.92;17082.9;9269.54;10540;1332.68;2107.14;54.0701;21.3851;71.6201;1648.57;1285.83;1719.71;192.947;263.251;188.006;10.7931;37.6992;13.494;1521.5;1418.24;20.9229;59.3327;25.7548;50.9816;23.827;65.4874;130.133;322.539;182.514
63.3333;1915.41;1732.13;1634.31;445.454;440.742;590.692;23111.2;22962.3;20126.9;52.4461;26.5316;64.6148;2128.87;1759.98;1347.78;1222.32;17208.2;9285.89;10618.9;1335.74;2106.53;54.1093;22.144;72.6437;1632.13;1280.37;1706.5;193.349;261.273;182.902;10.0089;36.6437;13.5081;1519.45;1398.93;21.3189;58.9363;27.1836;50.4528;23.3145;68.5715;131.74;316.843;181.535
63.5;1926.93;1736.73;1639.44;445.767;446.293;587.731;23045.1;22937.8;20226.3;51.6771;26.7769;66.9829;2130.27;1767.5;1345.83;1221.08;17170.7;9312.21;10577.2;1342.86;2133.8;54.2579;20.2531;71.0866;1617.41;1269.27;1702.53;192.294;263.368;185.993;11.2615;36.2066;13.7541;1499.79;1392.46;22.0473;59.223;26.5783;50.272;22.995;70.1792;127.45;324.582;183.712
63.6667;1928.42;1747.6;1642.36;440.223;445.38;590.785;22966.4;22713.2;20314.8;52.6972;27.5907;63.1613;2119.65;1752.53;1348.08;1223.02;17208.1;9365.23;10605.1;1348.84;2129.18;53.1967;20.1978;71.4763;1621.13;1266.7;1697.64;191.296;257.844;179.81;10.7129;36.5326;14.2095;1498.9;1377;22.3023;61.2793;26.467;48.4538;24.1757;69.7111;133.794;322.928;182.506
63.8333;1929.02;1753.57;1637.51;449.652;444.462;596.85;22900.4;22564.9;20453.6;51.3907;27.5268;66.4741;2085.01;1770.56;1357.16;1224.63;17312.1;9359.98;10584.3;1348.95;2123.47;54.217;20.5843;71.5114;1608.64;1261.86;1699.93;187.792;255.484;182.339;11.1875;37.4836;14.289;1485.66;1351.15;21.5342;61.071;27.3815;49.8327;23.5182;71.8767;130.263;325.255;185.153
64;1936.51;1761.83;1640.44;444.162;443.416;602.418;22979.8;22483.4;20458.6;52.9857;27.6225;63.2812;2079.62;1778.07;1360.82;1229.79;17329.3;9364.02;10569.7;1344.31;2144.31;55.7226;21.058;71.7989;1594.96;1248.91;1694.87;184.32;252.703;182.26;10.3114;37.6508;13.2742;1483.31;1346.69;20.9502;58.0678;25.7788;51.6874;23.7319;69.0644;128.923;324.055;185.411
64.1667;1946.68;1764.12;1650.28;456.758;452.28;599.399;22969.1;22433;20401.6;50.9783;26.8104;65.6535;2068.07;1784.96;1352.88;1226.41;17383.9;9419.21;10590.5;1356.58;2145.41;53.271;20.8708;73.5488;1583.74;1253.34;1678.77;187.537;254.328;178.83;10.9289;36.1524;13.8408;1470.26;1331.5;21.3435;60.2265;25.9242;50.9618;23.7458;66.847;130.588;325.347;180.42
64.3333;1952.26;1773.31;1658.93;449.682;451.536;599.305;22891.3;22245.8;20483.8;52.259;27.2262;61.7159;2052.51;1777.56;1361.34;1229.43;17445.9;9437.84;10616.6;1371.49;2157.38;55.5225;21.1346;73.7151;1592.41;1245.23;1677.34;188.179;255.215;179.942;10.2794;35.3924;14.7797;1468.05;1319.04;21.6678;59.7008;25.9049;51.8587;24.1231;70.6695;131.296;327.156;181.152
64.5;1952.71;1786.07;1664.54;453.015;450.22;597.864;22967.2;22021.8;20519.1;52.1252;28.3971;64.4019;2051.46;1778.56;1360.37;1229.65;17434.3;9418.79;10612.3;1365.44;2173.41;53.3007;21.9587;71.6232;1584.02;1246.04;1678.52;184.797;252.235;175.181;10.3272;36.4779;14.4222;1445.43;1300.94;21.4041;59.9893;27.6208;51.1087;23.1411;71.3638;129.574;322.105;182.921
64.6667;1959.97;1781.2;1657.63;454.575;452.862;595.543;23125.5;21800.6;20315.8;51.8708;27.1569;61.8902;2027.1;1791.2;1364.03;1230.65;17496.2;9457.22;10578.5;1380.84;2162.76;54.333;20.6112;72.8161;1570.07;1227.64;1664.69;186.607;251.235;178.017;10.5377;35.932;14.0914;1436.55;1294.42;21.5826;60.2357;27.4065;50.1441;24.3189;67.4421;128.166;327.997;182.636
64.8333;1958.11;1783.63;1678.8;458.959;452.669;605.305;23105.9;21574.9;20227.6;50.8167;25.8211;64.4094;2009.2;1782.39;1376.43;1241.82;17572.9;9470.36;10622.7;1378.34;2172.3;55.6257;21.1765;71.4483;1558.19;1239.02;1666.29;182.047;246.087;174.904;10.427;36.5362;13.3443;1425.81;1273.6;21.7898;61.944;26.9717;51.1387;24.6153;69.601;129.275;329.516;185.795
65;1974.47;1799.23;1678.88;455.545;454.995;606.894;22688.2;21326;20248.3;51.4765;26.7326;63.6099;1998.22;1779.87;1377.77;1234.44;17585.6;9498.3;10650.9;1383.93;2188.5;53.8015;21.4301;71.3291;1557.96;1222.67;1642.95;183.896;249.931;173.269;9.87601;37.1166;13.9177;1411.61;1261.62;22.8284;59.4072;26.2194;52.6483;23.891;69.1348;131.16;326.747;181.24
65.1667;1973.7;1800.86;1680.69;455.962;458.296;604.699;22178.2;21224.2;20150.1;52.8106;28.5611;63.332;1990.01;1785.31;1378.05;1229.82;17635;9530.85;10630.2;1384.05;2179.03;54.2482;21.903;72.6162;1545.2;1221.3;1641.7;179.301;244.808;174.114;10.2625;36.6699;13.9962;1410.48;1235.68;21.367;60.3347;27.2565;51.1771;23.3735;69.6467;129.376;328.572;181.076
65.3333;1978.29;1805.96;1686.02;460.241;458.474;608.76;22040;21150.8;20178.8;52.3482;26.4013;65.1486;1980.61;1795.67;1382.96;1248.2;17653.4;9540.49;10683.9;1386.64;2198.89;56.0239;22.2712;74.7711;1535.87;1215.88;1637.59;182.338;249.144;172.431;10.9778;35.4798;13.6799;1388.9;1220.09;22.0306;60.8874;26.4258;52.7591;23.3607;69.885;131.807;323.912;184.164
65.5;1989.16;1805.87;1695.74;458.881;459.007;610.743;22163.8;20977.5;20102.8;52.825;27.1447;65.4611;1965.99;1788.07;1384.62;1241.68;17670.7;9545.67;10712.8;1394.2;2209.86;52.831;22.318;73.2231;1525.64;1209.5;1631.58;174.56;242.27;169.333;10.8984;37.8119;14.2167;1379.2;1208.66;20.8468;60.245;27.4953;52.8274;22.7908;70.2258;131.573;327.482;181.951
65.6667;1990.07;1802.95;1698.54;467.507;461.011;613.656;22212.6;20883.8;20136.4;50.9334;26.7504;62.7319;1937.44;1793.13;1405.17;1247.01;17768.6;9551.67;10617.2;1399.46;2210.08;53.319;21.8161;74.3477;1522.02;1206.87;1621.38;177.852;242.316;167.707;10.5735;37.7005;13.1162;1364.88;1180.73;22.019;58.9635;27.1403;52.8236;22.3945;70.2668;128.829;324.336;182.28
65.8333;1994.48;1818.81;1707.55;462.113;463.41;613.066;22213.7;20863.4;20112.7;52.5102;27.3633;64.898;1942.07;1783.44;1394.35;1249.48;17799.5;9585.68;10734.3;1399.81;2216.92;53.8931;21.6745;74.1429;1504.63;1201.81;1618.14;178.052;242.555;168.157;10.5516;36.9298;13.8843;1361.36;1174.96;21.8337;61.2716;26.7242;54.2331;23.3494;70.6664;130.094;324.134;184.086
66;2006.13;1816.13;1714.86;467.707;465.505;612.305;21784.8;20872.1;20195.2;50.6735;26.7471;63.1135;1916.12;1777.33;1396.47;1252;17762.6;9599.29;10728.4;1407.9;2223.5;53.187;22.1462;73.2628;1504.38;1183.53;1618.49;176.421;239.359;169.487;11.033;37.3948;13.8951;1329.63;1155.74;21.9375;61.0469;27.3768;50.2134;23.9721;68.7527;130.942;330.872;180.318
66.1667;2013.07;1825.94;1714.41;463.719;465.407;610.761;21360.3;20851;20250.7;52.0668;26.894;63.0726;1902.58;1776.42;1390.57;1251.29;17772.6;9586.09;10619.8;1412.58;2231.08;53.0517;22.0678;73.9386;1488.72;1186.87;1605.73;172.004;239.093;168.212;10.6409;36.1741;14.8139;1324.29;1132.38;22.1236;61.9727;27.197;51.9153;24.2721;70.6306;129.996;328.389;179.581
66.3333;2010.44;1840.59;1717.5;468.228;471.433;615.688;21242.5;20737.3;20227.8;52.2875;28.3781;64.2033;1890.4;1785.45;1405.11;1256.66;17898.1;9603.31;10657.6;1418.43;2237.87;55.4081;21.431;74.0805;1490.35;1179.44;1599.56;175.756;241.611;166.683;10.0313;36.6231;14.359;1325.39;1113.16;22.0659;59.681;26.8745;52.1886;23.9842;71.2733;130.096;327.118;180.267
66.5;2019.44;1834.35;1722.81;468.182;468.738;618.883;21219.1;20581.5;20250.7;52.7377;26.6118;65.1824;1879.04;1775.24;1411.33;1252.3;17883.5;9635.25;10688.5;1419.58;2261.96;54.0015;21.9712;72.4322;1470.36;1177.21;1591;173.031;235.135;166.165;10.8746;37.2055;14.5431;1295.65;1106.16;21.6158;61.7904;26.6307;52.7005;23.2404;70.4697;130.184;325.311;179.647
66.6667;2028.75;1844.53;1734.96;469.98;470.638;625.74;21243;20630.7;20274.5;50.5881;26.9415;64.6435;1861.36;1795.1;1411.26;1260.69;17938.7;9629.99;10807.7;1432.9;2253.52;53.0831;21.4891;73.0273;1466.49;1174.43;1577.17;170.817;233.028;162.521;10.6675;37.3864;13.5229;1286.99;1080.02;21.2956;60.1249;28.4307;55.1102;24.4398;71.2525;128.54;330.186;184.132
66.8333;2032.9;1848.38;1741.99;469.494;474.16;624.969;21183.9;20538.7;20190.6;52.0416;28.1087;63.8468;1857.04;1789.85;1405.23;1259.81;17922.4;9636.91;10804;1430.19;2269.67;53.6189;22.0541;73.7006;1470.24;1164.49;1573.7;173.466;235.582;163.746;9.84286;36.6056;13.8548;1282.98;1061.93;22.0812;59.2816;26.84;54.0856;23.6822;71.7065;129.652;326.848;181.878
67;2038.05;1847.43;1740.1;470.473;470.018;630.406;21255.2;20435.6;20126.2;51.1857;27.3237;63.5939;1848.77;1812.85;1407.1;1252.84;17927.9;9661.63;10782.2;1431.56;2269.61;53.2878;21.2612;72.4115;1448.52;1166.91;1576.04;170.175;230.488;163.959;11.0402;36.461;13.9501;1257.21;1046.1;22.081;59.513;27.4097;52.7598;24.5977;75.1201;130.465;329.189;181.324
67.1667;2054.76;1853.62;1743.4;474.972;474.943;625.912;21369;20222.7;19946.9;51.3817;27.8814;62.6387;1834.64;1813.87;1419.07;1262.79;17934;9652.67;10800.7;1434.62;2286.68;52.1025;21.4046;71.7263;1447.06;1154.67;1568.05;170.792;231.973;159.532;10.2543;36.8914;13.3256;1241.15;1034.62;22.493;60.4975;27.1251;52.2971;23.6211;74.3929;128.717;326.083;184.567
67.3333;2053.51;1857.55;1740.77;472.451;475.722;630.225;21374;20024.7;19891.1;51.5826;26.5216;63.1292;1828.67;1805.7;1425.88;1257.37;17953.1;9699.71;10770.8;1445.88;2294.92;54.6916;22.6653;73.5362;1438.15;1145.34;1548.39;168.651;230.498;161.544;10.2331;36.9367;13.3999;1222.76;1012.56;21.2356;61.074;27.1596;53.6206;23.6899;73.0584;131.327;326.593;183.139
67.5;2067.33;1855.74;1754.48;478.007;476.008;631.486;21254.9;19820.9;20037.5;51.3926;26.6328;62.7712;1821.73;1811.46;1421.98;1262.76;17953.3;9706.76;10703;1445.69;2281.71;53.9685;22.6725;71.3383;1432.52;1147.37;1550.8;164.034;234.251;158.362;10.5647;36.6856;13.316;1216.74;1003.08;21.9604;61.2112;28.2287;52.9717;24.3259;72.783;131.674;334.063;182.118
67.6667;2059.46;1858.47;1761.44;476.246;481.186;637.692;21231.5;19662.2;19959.8;51.006;27.8754;64.0081;1800.01;1806.43;1432.21;1268.52;18037.4;9713.12;10663.5;1451.29;2295.59;54.2904;21.6521;73.596;1430.37;1143.82;1550.3;166.655;231.59;156.45;9.82341;36.3922;14.1933;1206.91;989.925;22.8274;60.3088;27.5431;53.2953;23.7021;73.1964;129.36;326.032;181.349
67.8333;2078.89;1871.2;1772.66;481.445;477.581;636.052;21332.9;19550.3;20160;52.1661;27.0156;62.1142;1788.87;1803.44;1428.38;1262.56;18007.7;9770.33;10664.8;1466.2;2309.58;53.452;20.6919;74.438;1414.03;1136.28;1539.56;162.688;225.365;158.93;10.9146;35.6361;13.4119;1196.69;974.342;22.5766;62.3613;27.942;54.6904;24.4981;72.9941;130.757;327.863;185.181
68;2077.94;1870.13;1761.82;480.381;483.142;636.447;21168.7;19496.9;20394.4;50.9646;26.7963;63.2448;1787.73;1807.72;1440.29;1262.47;18064.4;9739.13;10611.3;1463.8;2309.35;54.7786;22.4412;73.7393;1416.06;1126.91;1540.46;163.115;225.46;156.323;9.82129;35.3136;13.7681;1179.73;951.308;22.2344;61.7232;27.5039;54.3685;25.122;73.5866;130.859;328.21;183.427
68.1667;2079.15;1884.33;1769.22;482.166;483.399;641.96;20772;19488.2;20365.1;51.256;27.7419;64.7521;1774.1;1802.57;1443.19;1266.81;18080.7;9727.07;10639.1;1467.29;2318.81;53.9972;21.4415;74.5274;1404.87;1123.7;1531.33;164.256;223.782;154.477;10.7871;36.9447;13.9656;1159.52;929.734;21.7726;60.1579;27.2009;52.3001;25.7608;72.7605;130.824;330.371;185.642
68.3333;2087.69;1873.31;1781.03;482.032;485.038;636.556;20526.5;19546.5;20554.9;52.6766;26.2134;63.2583;1762.77;1803.36;1452.97;1267.35;18063.1;9766.89;10682;1473.67;2331.65;53.1547;21.6827;72.7014;1392.41;1125.28;1507.8;162.642;225.709;154.39;11.0271;37.1106;13.7521;1145.09;919.008;22.2594;61.1443;27.9238;53.6263;24.7905;72.7226;127.816;335.841;187.238
68.5;2099.64;1891.22;1790.49;484.583;485.293;635.441;20484.5;19401.7;20625.6;51.4762;27.4201;63.6489;1759.5;1810.33;1446.44;1272.14;18060.9;9786.13;10628.8;1474.63;2342.64;55.8152;22.5067;75.262;1383.75;1118.61;1515.53;162.385;225.241;156.984;9.54726;37.4856;14.8905;1133.46;905.961;22.8632;60.3483;28.4474;53.5308;25.1646;68.9541;130.901;333.208;185.464
68.6667;2108.29;1898.22;1781.83;481.287;488.174;643.105;20363.1;19128.9;20675.1;51.116;26.7398;64.2871;1753.91;1814.19;1454.4;1268.45;18121.1;9762.97;10665.6;1485.97;2341.23;56.3621;21.8598;72.6645;1374.64;1111.45;1504.97;160.637;222.474;150.071;11.2293;35.4023;14.0851;1111.35;880.626;22.3847;60.9197;25.9958;55.1631;24.576;71.6641;132.587;327.322;189.09
68.8333;2113.82;1900.55;1792.83;487.077;486.554;655.078;20413.7;18981.6;20798;51.1895;26.4283;64.092;1739.14;1815.09;1452.17;1276.15;18115.4;9807.5;10657.7;1491.85;2352.6;55.8087;20.4707;72.1914;1377.82;1105.48;1495.15;159.822;223.45;152.123;10.2214;37.6485;14.2121;1107.96;869.934;21.5018;62.898;27.998;54.0587;24.4756;72.8055;132.061;333.175;186.661
69;2121.71;1914.98;1808.51;483.106;493.062;644.19;20441.8;18828.8;20670.8;50.3943;26.3169;62.8113;1746.66;1812.27;1471.82;1270.82;18072.4;9815.84;10641.1;1486.93;2378.71;54.6435;21.7511;72.8484;1365.6;1108.12;1493.07;160.103;218.118;153.157;10.3619;36.4734;14.6768;1087.83;856.988;23.3295;61.9876;28.5043;54.7507;24.6036;72.9533;129.92;330.803;189.752
69.1667;2124;1911.42;1804.01;490.478;486.728;651.479;20427.4;18781.5;20528.8;52.8296;27.1252;65.1328;1720.19;1818.41;1469.73;1278.08;18144.3;9843.48;10644.9;1492.31;2361.28;54.4237;21.5742;72.11;1361.16;1090.7;1485.52;159.851;217.865;149.659;10.611;36.6291;13.0577;1072.38;840.216;23.2303;63.6708;26.6501;55.0686;24.3323;73.11;131.498;332.623;191.088
69.3333;2137.52;1921.31;1815.38;489.587;493.385;650.747;20187.7;18742.1;20353.7;50.8255;26.4729;63.819;1724.77;1822.88;1467.77;1276.17;18124.2;9847.47;10628.9;1491.91;2383.43;53.6977;21.7514;72.9377;1351.92;1088.93;1485.84;155.518;218.562;147.312;10.2659;36.6265;14.456;1064.99;831.079;22.8873;61.6958;27.3022;53.3909;25.3889;72.879;130.925;334.261;189.151
69.5;2148.45;1921.11;1817.73;494.049;491.111;644.953;20037.8;18687;20103.7;51.0728;26.5707;63.0063;1717.78;1817.25;1461.89;1276.06;18104;9848.36;10557.7;1519.21;2385.57;54.3352;22.0404;74.1396;1351.34;1091.67;1479.94;157.354;214.384;147.591;10.7687;37.2763;13.9689;1048.63;820.623;21.7551;60.7951;27.6909;54.9035;25.2048;77.0648;131.406;333.919;194.729
69.6667;2145.17;1940.22;1823.81;488.08;494.787;651.809;19781.1;18434.8;19792.1;50.4555;27.7471;63.2217;1711.59;1829.29;1474.57;1290.74;18171.7;9867.9;10575.3;1507.76;2384.8;54.4102;21.741;72.1265;1337.82;1082.69;1475.9;158.921;215.812;147.387;10.479;35.1236;14.2678;1044.05;791.528;22.4735;60.8402;28.4503;52.8399;24.5675;75.8338;129.924;335.202;196.449
69.8333;2166.02;1939.53;1821.24;492.594;497.685;650.388;19545.1;18186.1;19704.2;51.7875;27.0784;63.907;1701.87;1826.15;1472.58;1279.31;18208;9880.39;10537.8;1523.42;2401.6;55.7909;21.2908;74.4169;1345.43;1084.08;1465.5;156.136;213.238;145.512;10.8954;37.1492;13.0076;1021.16;774.573;22.7286;61.8825;28.3629;53.2871;24.3038;74.8108;129.863;329.545;196.644
70;2164.79;1941.53;1832.63;490.003;499.318;655.298;19475.5;18039.6;19447.1;53.1977;27.3832;63.4598;1707.02;1820.27;1488;1287.83;18229;9885.64;10514.2;1515.58;2388.77;54.6164;23.429;75.6974;1322.18;1077.48;1462.57;153.33;214.759;148;10.7014;36.0708;14.0738;1016.4;760.971;23.8524;60.7346;27.3949;55.9758;25.3216;74.0554;128.342;332.19;195.129
70.1667;2168.28;1958.4;1832.02;495.571;501.3;660.054;19484.1;18042.8;19216.6;51.2169;27.3903;65.4123;1687.81;1838.59;1484.04;1286.79;18242.4;9894.92;10485.6;1532.61;2409.68;55.2805;22.7411;74.2397;1313.34;1076.95;1456.02;154.377;214.537;145.34;11.4906;36.508;13.6688;989.344;748.288;22.557;62.4838;28.7284;56.2679;26.4235;73.8419;131.591;334.833;195.459
70.3333;2164.66;1948.8;1834.2;496.729;501.557;662.668;19460.7;18040.6;19032.4;50.5761;26.6564;63.0857;1685.24;1834.63;1487.32;1292.51;18242.2;9953.59;10489.9;1530.83;2433.41;56.6043;21.5046;72.3479;1312.47;1069.18;1451.94;154.371;212.234;144.1;10.7858;37.1811;13.8129;987.415;728.636;22.4996;62.0586;28.4554;55.3788;25.2721;73.491;130.554;338.818;198.058
70.5;2182.74;1951.44;1843.5;501.146;506.4;661.742;19422.6;18093.5;18791.8;51.3255;26.5351;62.0081;1679.99;1826.16;1495.2;1292.5;18276;9925.02;10475.7;1549.27;2416.53;57.3863;21.9457;72.4842;1315.47;1067.8;1443.23;151.382;210.674;142.82;10.1554;36.7285;14.269;964.842;719.142;22.0727;61.1547;29.6688;54.401;24.7902;74.8782;132.669;333.506;199.103
