Time;20230815_CHP212_BMAL1_1;20230815_CHP212_BMAL1_2;20230815_CHP212_BMAL1_3;20230815_IMR5_BMAL1_1;20230815_IMR5_BMAL1_2;20230815_IMR5_BMAL1_3;20230815_Lan5_BMAL1_1;20230815_Lan5_BMAL1_2;20230815_Lan5_BMAL1_3;20230815_NGP_BMAL1_1;20230815_NGP_BMAL1_2;20230815_SKNBE_BMAL1_1;20230815_SKNBE_BMAL1_2;20230815_SKNBE_BMAL1_3;20230815_SKNSH_BMAL1_1;20230815_SKNSH_BMAL1_2;20230815_SKNSH_BMAL1_3;20230808_CHP212_BMAL1_1;20230808_CHP212_BMAL1_2;20230808_CHP212_BMAL1_3;20230808_Lan5_BMAL1_1;20230808_Lan5_BMAL1_2;20230808_Lan5_BMAL1_3;20230808_NGP_BMAL1_1;20230808_NGP_BMAL1_2;20230808_NGP_BMAL1_3;20230808_SKNAS_BMAL1_1;20230808_SKNAS_BMAL1_2;20230808_SKNAS_BMAL1_3;20230808_SKNBE_BMAL1_1;20230808_SKNBE_BMAL1_2;20230808_SKNBE_BMAL1_3;20230808_SKNSH_BMAL1_1;20230808_SKNSH_BMAL1_2;20230808_SKNSH_BMAL1_3;20220705_GIMEN_BMAL1_1;20220705_GIMEN_BMAL1_2;20220705_GIMEN_BMAL1_3;20220705_Kelly_BMAL1_1;20220705_Kelly_BMAL1_2;20220705_Kelly_BMAL1_3;20220705_SY5Y_BMAL1_1;20220705_SY5Y_BMAL1_2;20220705_SY5Y_BMAL1_3;20220628_Kelly_BMAL1_1;20220628_Kelly_BMAL1_2;20220628_Kelly_BMAL1_3;20210601_CHP212_BMAL1_1;20210601_CHP212_BMAL1_2;20210601_CHP212_BMAL1_3;20210601_SY5Y_BMAL1_1;20210601_SY5Y_BMAL1_2;20210601_SY5Y_BMAL1_3;20210309_IMR5_BMAL1_1;20210309_IMR5_BMAL1_2;20210309_IMR5_BMAL1_3;20210309_SKNAS_BMAL1_1;20210309_SKNAS_BMAL1_2;20210309_SKNAS_BMAL1_3
74.8333;20.8016;48.5969;18.3048;1475.06;2079.82;1578.29;4468.68;3691.17;4362.7;1200.93;973.347;8753.08;11430.8;2277.75;252.983;173.843;215.149;22.3936;48.4807;20.6509;4273.51;4048.87;3060.46;2174.13;2026.17;1994.62;735.244;501.923;574.82;9712.15;15961.3;11654.3;332.41;427.468;338.799;232.353;257.97;272.528;40.1389;14.6313;46.9076;58.5538;66.0014;51.0447;45.4343;15.0013;51.4324;11.3296;38.5559;15.1624;44.5877;91.9825;38.7902;196.349;194.509;188.245;364.893;358.37;362.027
75;21.463;49.3811;18.7946;1474.99;2078.28;1601.64;4463.42;3713.24;4364.5;1186.19;963.751;8775.21;11440.2;2240.6;250.606;176.291;214.956;21.243;49.591;21.974;4269.49;4036.1;3068.54;2170.55;2030.82;2014.04;736.663;500.768;573.884;9730.88;15978.7;11689.2;336.238;422.496;337.375;230.613;253.839;275.709;38.8337;14.383;48.5671;56.9099;66.6926;50.9948;45.395;14.0437;50.8342;12.2622;38.1405;16.0678;44.234;95.6138;39.3255;193.882;193.47;187.133;365.721;360.592;364.683
75.1667;19.7705;48.0443;17.9111;1492.06;2087.82;1592.86;4474.91;3735.72;4363.21;1186.85;953.872;8755.04;11423.2;2245.14;253.419;173.929;214.953;21.6253;49.5016;20.8205;4265.34;4064.26;3058.65;2176.83;2040.15;2019.94;733.187;504.08;574.452;9737.16;16036.7;11697.4;335.14;419.979;337.183;227.735;251.03;274.032;38.7142;14.6904;48.477;57.0414;66.0705;52.18;44.3104;14.5969;49.1716;13.0056;38.5285;15.3992;45.4401;94.3546;39.7817;191.059;186.353;185.415;360.671;359.771;362.242
75.3333;20.1759;48.2456;18.7389;1486.46;2080.61;1611.79;4504.95;3760.68;4401.36;1182.24;940.15;8720.49;11398.5;2232.01;250.842;175.329;212.141;22.4287;51.1884;20.6141;4282.6;4059.88;3066.57;2185.34;2056.82;2023.49;740.228;507.559;581.7;9787.71;16095.2;11750.8;335.801;420.651;339.873;230.986;252.605;266.563;40.5587;14.5007;48.9978;57.032;64.3477;50.8301;47.1444;15.143;52.5031;11.752;37.7141;14.8779;44.5705;95.7628;40.1092;192.266;187.282;183.654;359.672;359.077;359.845
75.5;21.5725;48.9218;17.2028;1495.03;2080.57;1607.62;4499.17;3777.42;4390.82;1166.64;940.725;8715.53;11405;2231.27;249.648;173.903;213.308;21.5836;49.8897;21.0465;4283.39;4067.67;3072.66;2191.56;2062.54;2024.47;744.753;506.848;580.321;9809.73;16099.5;11770.2;335.832;425.38;338.919;228.511;254.151;263.85;39.5093;15.0941;49.6653;56.1122;63.5161;52.4718;45.167;14.3632;50.5738;11.7964;38.4471;15.011;44.2203;94.9112;40.1806;187.459;183.461;185.962;360.007;356.848;361.116
75.6667;20.9988;47.3599;17.6007;1500.69;2088.77;1614.42;4496.3;3806.8;4373.93;1163.41;922.924;8683.52;11397.7;2223.77;249.191;175.84;214.677;22.0763;51.1905;21.0961;4274.99;4076.11;3073.37;2202.09;2074.19;2023.89;745.651;513.59;585.3;9830.52;16139.9;11809.7;332.026;425.131;335.555;230.188;250.732;263.773;39.2538;14.1269;48.0042;55.6438;63.0533;51.1175;45.4985;15.2763;50.649;12.109;39.5656;15.9144;45.9974;97.1858;40.0185;186.533;178.392;184.818;359.3;357.807;361.3
75.8333;20.9739;48.032;17.9984;1504.16;2078.65;1616.42;4505.64;3831.99;4394.54;1149.34;919.477;8660.18;11359.4;2202.28;252.447;172.948;213.859;22.6821;47.5368;22.044;4297.74;4090.4;3076.08;2213.28;2084.52;2042.41;748.241;514.452;587.495;9871.99;16097.8;11817.6;338.124;421.293;338.347;225.862;250.836;266.248;39.1598;15.602;48.4149;55.4441;62.6424;51.7052;44.5244;14.9028;48.521;12.5135;39.0116;14.495;43.9671;95.6213;39.2327;182.987;174.646;182.539;360.079;363.216;363.293
76;20.9111;47.8148;17.8761;1515.82;2083.27;1624.44;4513.12;3856.91;4413.7;1145.45;915.383;8645.7;11370.8;2202.81;249.898;174.135;212.895;21.8879;49.7507;21.537;4310.34;4097.05;3082.39;2215.98;2077.78;2050.19;743.527;512.014;583.715;9854.49;16226.9;11867.7;332.076;423.428;336.962;226.555;252.029;265.202;38.5375;14.4896;48.3469;55.6374;59.3817;51.614;45.2797;15.2379;50.6232;11.9836;38.6752;15.5201;45.6716;96.3196;39.5695;179.556;171.152;182.21;357.229;363.874;359.364
76.1667;21.6074;48.6016;18.562;1525.8;2087.76;1629.22;4519.25;3875.35;4398.89;1139.55;907.981;8631.72;11340.6;2181.14;250.98;174.017;212.951;21.9124;50.5434;20.2302;4311.31;4076.02;3089.05;2226.16;2100.24;2057.79;741.953;509.25;587.176;9897.4;16234.1;11896.6;332.854;419.63;339.057;226.247;248.75;265.637;39.7867;15.5395;46.8755;56.6398;60.2883;50.9423;45.5332;14.9751;53.0793;12.5672;38.9161;14.4934;45.3475;96.7904;39.7296;176.791;169.184;182.638;354.893;362.471;361.29
76.3333;21.9799;48.4515;17.1745;1524.91;2079.06;1634.63;4538.17;3899.94;4440;1127.57;896.839;8612.24;11281.4;2190.5;248.356;174.933;211.585;22.4967;48.9651;20.6534;4325.61;4099.62;3107.31;2236.15;2103.47;2060.39;749.645;518.947;590.018;9907.19;16314.7;11918.6;335.312;422.304;335.202;225.405;246.752;259.802;50.7562;14.0297;48.9642;52.5092;58.9261;51.3773;45.3156;13.4184;51.2332;11.5278;38.811;14.4334;45.083;97.3426;40.4332;175.685;164.272;182.374;351.678;358.75;361.335
76.5;21.7379;49.2179;17.4744;1527.91;2071.67;1655.83;4549.69;3928.86;4436.08;1117.02;880.394;8597.51;11288.2;2162.4;243.986;174.27;212.866;22.7893;48.8989;20.3071;4341.24;4106.49;3095.91;2235.7;2118.26;2074.1;749.869;511.377;592.223;9956.97;16319.9;11935.2;331.325;422.072;343.266;223.922;246.161;266.42;70.7972;14.4698;49.3319;53.7148;59.1051;50.816;46.058;14.4435;52.6392;12.6197;37.6738;14.4948;46.2976;95.5767;39.7208;173.6;162.015;183.427;352.121;357.836;360.278
76.6667;21.8698;47.7482;18.1522;1530.66;2079.64;1650.47;4545.87;3926.85;4420.12;1113.68;871.786;8580.39;11251.9;2128.54;250.174;177.196;211.131;22.4342;50.9222;21.8235;4318.02;4106.86;3106.18;2251.7;2126.39;2072.36;754.09;510.232;594.848;9976.59;16384.1;11943.4;332.463;422.954;336.255;225.057;249.946;263.631;39.199;15.6315;47.0814;52.4317;56.4513;50.2373;44.0839;15.3944;52.7607;11.5344;38.4582;14.8153;45.2549;97.4876;40.0982;169.701;162.638;179.151;345.773;362.829;363.496
76.8333;20.1465;47.9935;17.9708;1542.54;2077.89;1663.18;4570.98;3963.36;4454.92;1099.77;857.557;8548.42;11229.5;2124.67;251.487;173.836;211.566;21.6331;49.6223;21.1394;4348.51;4108.66;3110.68;2259.29;2123.44;2087.07;758.644;519.304;592.952;9989.49;16442.4;11990.6;328.636;422.061;334.922;222.47;242.346;263.426;39.2312;15.4172;49.0179;55.0534;55.5203;52.3781;44.9291;14.2542;50.5761;10.944;39.3112;15.2329;44.9085;97.0125;39.6956;166.097;156.108;180.987;344.268;362.041;356.851
77;20.5909;48.9825;18.1131;1542.15;2072.13;1657.62;4567.41;3969.74;4450.09;1096.34;856.055;8534.55;11211.4;2109.97;249.975;170.359;209.385;22.2738;48.8718;21.8382;4343.23;4117.92;3104.12;2268.18;2144.9;2080.27;751.28;516.167;599.762;10037.4;16429.6;12000.2;328.997;420.61;333.933;218.651;246.256;260.253;39.9292;14.9848;49.4931;51.083;55.3435;51.4187;43.823;13.8749;49.7505;12.1457;38.3347;14.4712;43.1681;95.8503;41.6805;165.391;149.003;181.162;347.871;357.788;362.375
77.1667;22.2983;49.1422;17.3979;1542.87;2063.74;1659.16;4571.67;4001.64;4444.05;1086.31;842.463;8544.06;11224.3;2079.13;248.994;173.472;211.809;21.7028;50.0029;21.5285;4352.25;4125.48;3123.48;2285.19;2150.44;2097.72;759.553;518.652;604.215;10078.2;16480.3;12053.1;329.61;420.821;335.014;220.309;242.361;263.046;39.0788;14.5763;48.2112;52.4173;53.5221;49.4739;45.1436;14.2231;49.4733;11.378;37.9659;15.584;45.6298;97.8722;40.9513;161.785;148.057;177.584;346.62;358.982;360.152
77.3333;21.8158;47.6895;18.1024;1543.1;2058.5;1666.82;4577.14;4020.86;4460.97;1079.84;840.131;8517.15;11181.9;2068.65;245.571;172.55;210.609;23.3446;48.9452;22.5321;4345.65;4119.38;3108.3;2284.82;2150.41;2106.35;758.41;520.437;598.682;10069.5;16520.8;12041;328.437;419.962;331.451;219.665;244.058;258.968;39.6939;15.2218;48.1297;52.2453;53.7307;48.8255;43.5252;14.499;51.4765;11.7508;38.8653;15.0917;45.9744;97.4689;41.0568;160.17;146.41;177.38;349.318;355.83;360.594
77.5;21.5547;49.2467;17.4207;1544.08;2058.17;1660.84;4592.04;4016;4478.57;1065.44;833.711;8487.96;11164.2;2049.64;252.663;174.05;210.272;22.1729;49.5707;21.9117;4348.64;4134;3128.08;2290.69;2163.55;2113.63;757.313;520.886;608.391;10074.6;16522;12110.5;330.013;418.074;331.159;217.065;241.476;253.434;39.7298;15.2183;47.7034;52.7578;52.8839;48.5567;44.9603;14.69;49.9546;11.6903;37.6074;14.132;45.7584;96.9198;42.8417;162.057;142.837;176.052;343.142;357.283;361.262
77.6667;21.8105;47.5893;17.524;1545.04;2058.65;1670.3;4587.82;4052.1;4450.18;1062.06;825.511;8458.57;11160.7;2027.07;248.84;170.734;213.487;22.1326;48.7986;20.2459;4351.48;4142.72;3137.76;2300.59;2158.43;2121.61;766.635;519.919;608.289;10102.4;16614.9;12139;329.193;417.151;332.316;216.501;246.229;255.867;39.3655;15.138;49.2065;50.1326;51.4587;49.6201;43.8017;14.4581;49.5494;11.6895;38.9002;14.8193;44.8462;94.6821;41.0344;154.198;138.361;175.493;343.249;354;356.463
77.8333;22.8546;49.2959;18.0515;1552.08;2045.71;1679.72;4618.92;4066.84;4493.41;1057.56;816.696;8456.48;11099;2014.22;249.931;170.887;211.506;24.1907;47.8949;21.4012;4359.72;4144.89;3125.2;2308.61;2176.17;2135.96;760.656;525.88;612.79;10099;16642.2;12147.3;329.285;413.506;328.252;217.611;243.757;251.727;39.4165;14.0138;50.6712;50.3356;52.1823;49.5751;44.9231;14.596;49.1931;11.89;37.6253;15.456;45.1361;98.936;41.1573;154.03;135.629;179.447;339.935;356.925;360.592
78;23.1323;49.4196;17.8934;1549.4;2057.84;1670.71;4606.63;4069.85;4476.04;1050.73;805.586;8414.55;11068.5;1988.86;248.085;172.844;212.258;22.4812;49.9949;20.8992;4371.27;4153.87;3131.67;2314.02;2175.17;2126.82;763.74;521.248;615.423;10177.8;16710.2;12194.3;325.561;420.795;330.835;216.033;236.352;254.401;38.9865;13.1619;48.6059;51.8031;51.1859;50.9109;44.7669;14.8188;49.2224;11.6284;38.1885;15.07;45.5543;95.5438;40.8184;148.78;133.799;174.468;335.779;354.013;357.82
78.1667;20.8627;47.8809;17.5793;1557.52;2052.87;1678.27;4587.02;4090.31;4472.25;1037.81;800.583;8394.08;11041.3;1956.83;251.941;173.949;212.396;22.8391;50.0022;21.4026;4380.41;4152.8;3138.81;2310.64;2182.43;2134.71;772.982;527.194;613.232;10178.9;16748.3;12222.7;326.272;417.822;332.695;219.528;241.645;253.438;39.4596;15.1598;48.3107;50.1272;50.0943;51.7303;45.3871;14.2997;50.6715;11.582;39.1321;13.8667;45.0864;99.1116;40.9719;148.43;131.997;173.63;335.074;355.097;358.441
78.3333;21.199;47.5721;16.5349;1559.86;2030.29;1684.02;4633.85;4103.93;4520.99;1030.07;791.222;8391.25;11031.3;1944.62;249.975;173.872;207.049;21.908;50.2546;21.8789;4390.47;4167.95;3145.76;2319.65;2208.47;2142.04;760.06;532.268;615.721;10187.7;16718.5;12273;326.342;421.892;326.684;215.352;239.114;250.637;37.8125;14.7307;49.5962;48.9576;49.874;49.8732;45.4395;13.8815;50.0361;11.7844;38.7665;15.0792;46.2638;97.0779;40.5458;149.793;126.954;172.304;336.628;353.775;358.904
78.5;21.074;48.2683;17.6441;1564.03;2026.85;1679.83;4627.98;4090.75;4490.96;1025.08;777.644;8389.5;10982.9;1926;246.896;170.872;209.252;22.3777;49.6775;21.5214;4408.37;4171.97;3139.52;2333.03;2198.46;2157.27;765.906;526.791;618.089;10201.5;16780.2;12320.2;325.63;419.241;335.57;214.11;235.02;251.076;38.3795;14.6622;48.3288;48.676;47.436;50.4305;44.5382;14.577;50.312;11.5633;37.8265;14.053;46.2873;96.0363;41.0753;143.874;122.735;173.79;331.964;352.457;362.232
78.6667;21.8227;48.6739;17.3421;1562.04;2018.21;1681.65;4628.5;4115.71;4504.3;1016.25;768.2;8347.28;10978.1;1908.11;246.084;174.057;209.923;22.7534;49.2196;21.6201;4414.52;4168.7;3152.24;2346.19;2210.7;2166.58;772.576;530.696;623.161;10236.8;16823;12319.8;329.849;419.314;328.624;213.767;235.824;249.229;39.2609;13.9447;49.5981;48.1317;47.6142;50.403;45.3129;14.4308;49.056;12.351;39.3115;14.433;45.7537;96.4314;39.9226;146.667;123.345;172.416;332.67;352.473;361.363
78.8333;22.0462;47.637;17.977;1565.21;2011.29;1685.75;4667.62;4143.28;4527.45;1011.41;764.066;8327.83;10953.1;1885.88;250.472;173.136;209.604;22.2731;51.3602;20.5765;4410.82;4164;3148.15;2355.73;2211.84;2171.24;763.449;534.902;623.719;10260.4;16856.4;12343;328.879;419.33;331.317;209.543;232.135;250.829;39.8917;15.1209;48.0154;49.133;46.9674;50.2703;43.0946;15.2006;49.6195;12.1818;36.7455;15.245;46.9855;96.5274;40.968;141.066;117.761;171.865;329.646;358.846;356.484
79;22.4621;49.6257;17.4851;1569.42;2006.65;1678.54;4648.18;4129.64;4527.41;999.855;754.323;8289.9;10939.8;1865.66;244.473;167.477;209.045;21.9283;50.2883;21.0436;4400.86;4193.43;3158.97;2358.82;2222.42;2164.56;770.745;535.094;624.161;10282.3;16915.9;12396.3;331.83;421.842;328.487;213.171;237.954;248.479;39.5894;14.4569;48.4679;49.2161;46.8989;47.0663;45.4467;14.8151;48.8266;11.621;37.7271;14.2645;45.5962;99.1464;40.6614;138.253;115.981;167.082;326.923;351.923;359.677
79.1667;21.4504;49.0613;17.5754;1567.79;1993.74;1687.56;4641.07;4165.82;4540.36;993.607;741.539;8273.96;10910.9;1852.75;244.45;169.557;209.636;21.6164;48.5475;22.1532;4416.72;4181.32;3152.04;2353.91;2222.24;2167.86;773.566;534.214;632.208;10284.2;17031;12400.5;325.424;412.613;330.701;213.433;235.149;248.587;40.3121;15.3037;47.0666;47.3354;45.7954;50.7172;46.1281;14.0892;48.2396;11.5078;37.6322;15.2631;47.3663;95.621;40.9046;135.514;111.832;174.249;328.844;351.143;358.211
79.3333;22.06;49.3259;18.1269;1555.2;2000.23;1685.37;4669.54;4186.81;4551.05;989.922;737.683;8256.13;10885.6;1838.11;247.544;170.69;210.454;22.17;49.4415;21.2855;4418.34;4180;3163.09;2373.04;2229.97;2177.84;769.761;533.967;625.781;10298;17003.9;12424;322.59;419.689;329.015;213.383;234.782;249.611;39.1063;15.3289;48.9094;48.9561;42.6074;50.1772;44.726;14.0417;48.7963;11.9662;38.4499;14.7967;46.3948;97.7906;41.8477;134.937;108.124;168.794;329.776;354.712;357.904
79.5;20.8551;48.9565;17.824;1563.18;1985.9;1685.99;4658.8;4185.66;4519.6;980.456;724.458;8251.88;10902.5;1812.51;249.052;170.248;208.379;22.6966;49.2453;21.1003;4422.42;4184.63;3164.25;2378.96;2230.47;2181.52;772.794;539.059;628.033;10324.5;17023.4;12454.6;322.008;410.801;332.453;208.98;234.912;245.707;39.7402;14.8141;49.3336;45.6014;44.3252;48.7541;46.4318;14.9396;50.6769;12.6415;39.5837;15.5797;47.0911;99.1569;40.768;132.145;106.811;170.451;326.568;349.676;357.177
79.6667;22.3256;46.3513;18.1395;1568.61;1979.45;1694.8;4665.85;4198.28;4530.72;970.821;710.207;8232.84;10868.4;1798.23;250.367;170.344;210.768;22.4744;50.3525;21.9375;4438.12;4175.4;3174.74;2382.66;2238.42;2190.1;774.554;537.799;635.338;10321.3;17118.3;12497.6;326.273;418.9;327.705;208.29;232.57;245.927;38.2218;14.254;48.8501;46.2689;43.6528;50.4554;44.0121;15.0038;50.1047;11.8103;38.4538;14.4375;46.6559;99.8532;41.116;129.703;103.571;164.611;325.422;354.37;357.208
79.8333;20.8675;49.1518;18.2862;1560.56;1961.59;1689.14;4694.58;4222.93;4558.14;961.321;703.783;8203.89;10788;1788.07;248.864;169.051;211.392;22.8716;49.7036;20.9717;4447.83;4206.79;3177.6;2383.22;2240.17;2191.87;770.319;535.904;638.531;10339.1;17106.7;12557.4;326.793;418.236;333.155;209.104;230.98;246.202;39.2225;14.5138;50.4639;45.4283;43.2898;50.5832;45.6896;15.6311;50.439;11.0932;39.1221;14.6737;48.2811;98.1031;41.7407;129.533;100.678;163.97;318.647;352.098;356.18
80;21.547;49.0338;18.2867;1563.48;1961.58;1675.03;4670.84;4212.72;4565.63;955.469;699.893;8187.3;10802.1;1755.32;245.488;170.061;211.722;22.0304;49.3568;22.0158;4444.3;4224.14;3179.54;2396.23;2245.15;2196.02;778.252;538.4;640.151;10388.8;17201.2;12569.7;323.467;420.029;325.148;210.428;226.951;238.837;38.7129;14.6625;50.4427;45.1674;42.1748;49.1259;45.2359;15.2114;50.1334;11.4634;37.8572;14.8864;47.3812;99.0316;42.1984;127.528;97.4703;166.686;322.614;348.216;356.818
80.1667;21.4389;48.8343;18.6298;1559.79;1940.27;1686.09;4699.59;4223.37;4560.31;950.535;694.43;8162.6;10797.1;1754.7;248.451;169.428;211.282;23.7974;49.2158;21.8385;4449.31;4210.9;3175.49;2400.03;2254.07;2204.43;779.149;538.944;643.538;10394.7;17240.1;12605.4;327.298;418.487;330.625;207.259;228.669;240.555;40.7464;14.295;48.6497;46.5291;42.5213;48.9246;47.0293;15.1083;48.9668;11.2889;38.2144;14.4588;47.7256;95.917;41.7202;124.456;96.8096;167.344;309.561;344.587;355.002
80.3333;21.4612;48.8463;18.4679;1558.46;1939.65;1679.88;4700.08;4267.78;4583.88;940.397;680.947;8150.38;10734.2;1716.21;250.149;170.811;210.78;22.3467;49.494;21.5196;4466.92;4226.25;3190.82;2410.64;2244.57;2200.49;780.118;544.246;643.813;10427.2;17253.2;12645.4;322.479;414.965;327.976;206.041;226.194;244.22;39.576;14.7969;48.2633;46.0681;41.7207;49.3057;47.3211;14.5979;49.9747;12.6409;37.2785;14.5034;47.2998;98.9;42.528;122.679;94.1804;164.619;318.323;346.481;357.823
80.5;21.7164;48.0921;17.7416;1552.42;1938.57;1662.14;4697.37;4252;4558.11;931.977;664.776;8108.02;10728.5;1705.22;247.306;167.394;212.438;23.272;49.3007;22.0801;4467.11;4235.11;3188.54;2407.31;2268.92;2211.55;782.467;550.675;643.403;10430.2;17279.2;12675.2;326.446;414.145;324.198;204.799;231.166;241.758;40.0029;14.1151;49.0558;44.9221;40.7755;49.6277;46.9198;14.3082;49.4002;12.039;38.4128;14.9282;46.3885;97.5153;42.759;121.47;91.4815;163.598;310.905;348.144;355.843
80.6667;21.7398;48.4898;17.8478;1558.7;1924.61;1665.75;4714.2;4293.85;4571.28;919.085;655.366;8068.9;10688.4;1702.58;246.349;169.723;212.89;23.3889;50.2284;21.82;4465.15;4210.23;3193.06;2421.01;2270.79;2213.03;782.978;545.728;646.016;10447.8;17304.8;12720.7;322.123;408.84;327.551;206.811;226.339;243.447;47.777;14.9361;48.4686;46.0027;38.6113;51.155;46.5217;14.5846;48.5473;11.0724;39.2904;14.7462;47.6025;97.2555;44.1652;117.633;86.9409;161.051;312.164;347.072;354.589
80.8333;20.9669;47.3483;18.0649;1544.15;1907.29;1673.78;4735.58;4301.24;4595.83;918.506;655.278;8055.51;10653.4;1666.22;249.141;169.443;210.888;22.9534;51.1474;20.9051;4498.16;4239.55;3211.45;2419.41;2271.48;2223.04;784.595;546.382;647.255;10431.4;17328.6;12771;320.014;419.969;323.595;202.986;228.672;241.93;42.2586;15.1535;48.2693;43.8812;39.1604;48.9369;43.7179;14.0447;50.1206;12.3236;39.3081;14.863;46.8964;98.8078;43.8355;114.746;85.5402;162.77;311.727;350.148;354.22
81;22.3753;49.2872;18.924;1546.43;1904.61;1660.45;4735.51;4319.84;4588.25;911.569;648.065;8023.46;10626.6;1651.72;248.817;167.215;212.646;21.7079;51.0189;21.7369;4496.18;4244.6;3200.42;2426.06;2274.59;2219.97;779.217;549.32;654.52;10405.6;17416;12782;318.321;412.57;325.897;202.064;229.72;235.835;42.3047;14.7408;46.7605;45.8161;38.4206;49.8925;45.4833;14.6047;51.6634;11.3569;36.6543;14.6716;46.9876;99.3319;41.7443;114.004;82.6188;162.257;305.851;346.091;350.174
81.1667;21.7003;50.1001;17.3283;1545.33;1887.04;1662.97;4726.19;4348.57;4607.4;898.798;644.469;8020.45;10590.9;1639.11;248.876;169.973;211.089;21.558;47.5665;21.6886;4511.58;4231.75;3208.45;2449.37;2271.93;2229.11;788.04;552.711;653.232;10433;17419.3;12827.5;321.403;409.673;326.146;201.466;226.045;235.087;43.2022;14.9785;49.2335;43.2616;38.6771;48.3638;44.7121;14.0989;49.8255;10.9562;38.271;15.09;47.9096;99.5824;43.6737;115.578;82.9001;160.499;301.954;345.363;353.864
81.3333;21.3875;48.7508;18.3384;1541.95;1880.82;1649.75;4764.78;4378.27;4609.58;887.943;627.55;7996.09;10586.1;1623.07;256.029;172.27;211.361;22.1019;50.2458;21.8695;4497.1;4268.97;3208.08;2439.28;2292.9;2215.76;782.065;556.373;652.68;10432.6;17465.2;12842.1;322.093;413.501;323.067;201.238;225.067;236.035;42.128;14.4863;49.0702;45.4408;36.7118;49.7349;44.9789;14.4439;48.8918;11.1755;37.6594;14.6325;46.898;98.7804;41.865;112.014;77.8;161.479;307.973;345.64;351.65
81.5;21.5759;47.8224;17.4669;1542.54;1872.19;1657.89;4753.59;4390.77;4610.15;891.457;616.709;7956.96;10543.1;1593.44;247.189;169.387;211.152;21.8983;49.82;21.6083;4506.49;4254.7;3200.9;2436.5;2282.64;2225.18;789.331;551.113;657.692;10464.1;17547.2;12842.8;322.053;412.447;325.078;199.097;226.644;234.566;40.7173;15.4354;48.4176;44.6409;36.6648;48.9308;46.1871;13.9558;51.9437;11.8526;38.3596;15.5833;48.178;101.256;42.3164;109.509;76.1375;157.147;300.957;341.96;353.542
81.6667;20.6479;48.4149;17.4534;1530.21;1864.93;1663.68;4754.37;4405.81;4609.27;879.153;608.212;7951.47;10522.7;1586.92;251.114;170.032;210.974;21.6527;48.1943;20.869;4521.43;4259.11;3227.61;2450.93;2278.13;2224.63;786.984;555.83;654.207;10492.5;17487.7;12912;324.288;415.435;324.174;199.533;223.661;232.234;40.1453;14.9273;49.1033;43.3741;35.6407;48.5859;45.5384;14.4704;50.4924;11.8743;37.917;14.7644;48.7657;97.9151;43.713;108.6;74.692;161.402;297.373;344.971;349.672
81.8333;21.6747;47.6446;17.9267;1530.17;1852.76;1645.66;4768.98;4412.69;4622.94;874.398;604.706;7947.38;10475.6;1572.5;251.113;171.152;211.229;22.4555;50.9249;22.3093;4520.48;4278.76;3221.25;2459.4;2300.61;2235.32;790.318;554.807;663.857;10462.1;17566.9;12953.5;321.888;409.643;327.559;199.942;221.993;232.399;41.567;15.2406;48.3808;42.7363;35.7436;49.3051;45.7021;15.8758;48.588;11.8981;38.7837;14.3324;47.0184;100.082;43.6558;107.219;74.6936;157.728;295.706;341.204;350.708
82;22.199;48.9412;16.5114;1526.03;1834.99;1641.37;4782.66;4441.75;4653.31;863.173;592.476;7915.76;10477.7;1547.53;247.391;171.881;211.191;21.6659;49.2008;20.693;4528.23;4268.65;3216.02;2476.42;2299.21;2236.12;788.309;556.547;658.923;10472.4;17619.1;12975.9;316.909;415.421;327.841;198.558;221.735;231.69;40.3339;14.7307;48.5192;43.1549;37.3126;50.1735;46.3063;14.2167;50.9292;12.1902;38.7228;15.468;49.1559;98.0697;43.8707;106.83;72.1519;159.675;296.649;341.097;350.48
82.1667;21.9514;47.3971;18.2323;1522.31;1819.52;1647.62;4792.53;4467.54;4619.76;858.044;586.331;7870.99;10428.2;1533.85;247.133;169.878;216.468;21.8424;50.3643;22.5003;4536.22;4250.66;3232.49;2472.76;2286.09;2242.61;800.729;559.504;668.055;10471.6;17617.2;13038.8;319.606;409.001;326.337;199.743;218.316;232.945;41.2984;13.6809;49.012;44.2892;32.4808;49.0682;45.7465;14.3899;52.0349;11.8514;37.6215;14.7689;46.2192;98.8822;44.0389;105.855;70.5006;157.053;301.037;343.52;354.119
82.3333;21.7098;49.0674;18.2003;1522.42;1810.12;1632.38;4806.22;4496.44;4661.5;842.418;573.565;7822.89;10408.2;1516.36;252.662;168.589;212.249;23.0611;50.2183;21.3658;4554.07;4288.53;3246.14;2471.89;2298.68;2238.96;793.738;562.915;670.313;10482.5;17669.3;13095.9;320.362;413.369;320.646;194.013;223.008;231.693;42.3371;15.2242;47.2483;43.9756;34.3681;48.6578;45.4847;14.2974;53.417;11.9339;38.2557;15.4264;49.5998;101.996;45.4316;102.573;68.2342;154.098;289.068;336.739;347.267
