Time;20230815_CHP212_BMAL1_1;20230815_CHP212_BMAL1_2;20230815_CHP212_BMAL1_3;20230815_IMR5_BMAL1_1;20230815_IMR5_BMAL1_2;20230815_IMR5_BMAL1_3;20230815_Lan5_BMAL1_1;20230815_Lan5_BMAL1_2;20230815_Lan5_BMAL1_3;20230815_NGP_BMAL1_1;20230815_NGP_BMAL1_2;20230815_SKNBE_BMAL1_1;20230815_SKNBE_BMAL1_2;20230815_SKNBE_BMAL1_3;20230815_SKNSH_BMAL1_1;20230815_SKNSH_BMAL1_2;20230815_SKNSH_BMAL1_3;20230808_CHP212_BMAL1_1;20230808_CHP212_BMAL1_2;20230808_CHP212_BMAL1_3;20230808_Lan5_BMAL1_1;20230808_Lan5_BMAL1_2;20230808_Lan5_BMAL1_3;20230808_NGP_BMAL1_1;20230808_NGP_BMAL1_2;20230808_NGP_BMAL1_3;20230808_SKNAS_BMAL1_1;20230808_SKNAS_BMAL1_2;20230808_SKNAS_BMAL1_3;20230808_SKNBE_BMAL1_1;20230808_SKNBE_BMAL1_2;20230808_SKNBE_BMAL1_3;20230808_SKNSH_BMAL1_1;20230808_SKNSH_BMAL1_2;20230808_SKNSH_BMAL1_3;20220705_GIMEN_BMAL1_1;20220705_GIMEN_BMAL1_2;20220705_GIMEN_BMAL1_3;20220705_Kelly_BMAL1_1;20220705_Kelly_BMAL1_2;20220705_Kelly_BMAL1_3;20220705_SY5Y_BMAL1_1;20220705_SY5Y_BMAL1_2;20220705_SY5Y_BMAL1_3;20220628_Kelly_BMAL1_1;20220628_Kelly_BMAL1_2;20220628_Kelly_BMAL1_3;20210601_CHP212_BMAL1_1;20210601_CHP212_BMAL1_2;20210601_CHP212_BMAL1_3;20210601_SY5Y_BMAL1_1;20210601_SY5Y_BMAL1_2;20210601_SY5Y_BMAL1_3;20210309_IMR5_BMAL1_1;20210309_IMR5_BMAL1_2;20210309_IMR5_BMAL1_3;20210309_SKNAS_BMAL1_1;20210309_SKNAS_BMAL1_2;20210309_SKNAS_BMAL1_3
38;18.4416;47.9251;17.0621;281.988;420.845;281.328;3092.03;3143.5;3088;3074.03;2671.97;14591.4;19215.3;8838.72;207.676;152.455;184.65;19.5645;47.0894;18.0438;3019.58;2816.49;2136.39;1067.1;921.433;923.133;320.094;191.059;219.131;5030.02;8107.39;5709.48;331.621;447.128;330.25;401.34;335.92;457.38;493.019;420.154;369.019;150.894;111.905;110.278;327.625;375.476;236.297;11.3299;37.4743;13.8655;29.2141;74.3575;26.3735;333.434;293.013;239.168;476.549;321.193;298.43
38.1667;18.3084;45.6339;16.4775;288.545;424.738;282.81;3080.35;3127.48;3072.13;3055.07;2639.57;14683.4;19277.5;8811.24;210.293;150.121;182.633;19.9338;47.4586;17.0882;3037.12;2821.52;2132.92;1064.96;910.342;914.144;322.164;189.144;222.495;5068.72;8138.78;5735.38;333.014;447.401;335.913;401.055;336.299;454.522;483.605;415.885;360.08;146.761;113.436;110.527;321.593;368.768;232.405;12.0577;37.6687;13.9149;30.4292;72.7723;26.1648;325.415;290.958;242.393;477.103;317.76;299.321
38.3333;18.3855;46.7029;15.8461;287.478;421.864;285.376;3101.62;3155.98;3088.03;3045.56;2638.35;14623.8;19275.4;8795.09;210.904;154.285;182.119;19.2907;47.6798;17.3748;3038.72;2835.34;2130.25;1061.04;915.921;914.595;322.045;192.957;223.244;5073.04;8196.2;5753.47;330.765;457.898;338.196;398.994;339.36;456.806;476.066;419.357;353.573;148.519;114.645;110.639;318.949;363.993;225.673;11.8627;39.4164;14.461;31.0912;71.8148;27.4376;330.128;293.349;240.269;478.873;318.526;297.414
38.5;18.7527;45.5594;16.0179;295.569;432.456;287.733;3106.11;3132.89;3077.35;3060.27;2629.46;14641.4;19294.9;8735.61;211.59;153.536;182.7;21.0948;46.1863;17.9422;3041.98;2834.58;2160.92;1059.5;915.753;912.414;317.732;193.679;225.723;5105.3;8246.25;5780.63;332.482;454.647;337.105;400.724;341.051;458.423;473.607;408.012;344.432;152.358;116.005;109.762;309.647;356.939;224.625;11.8607;38.9565;13.3839;30.6388;71.6356;26.2618;330.835;289.648;241.573;477.948;320.993;295.884
38.6667;17.6314;47.0653;16.427;294.528;438.941;289.373;3101.71;3149.6;3067.59;3031.35;2609.73;14545.3;19337.3;8685.53;210.806;154.977;182.823;20.8243;47.7854;18.0506;3055.77;2829.84;2140.38;1060.95;916.663;911.899;323.457;197.809;225.429;5108.73;8253.44;5818.41;337.846;454.081;341.733;404.76;336.699;460.657;468.398;399.32;341.709;152.112;116.422;108.509;302.856;349.027;218.628;11.736;37.4572;14.119;30.4018;73.3498;25.6137;327.06;284.895;237.838;482.115;316.82;297.102
38.8333;19.3823;45.413;17.3543;291.579;439.261;296.138;3107.16;3164.68;3089.84;3008.15;2614.92;14742.3;19331.7;8655.03;211.966;154.936;188.331;19.642;47.8474;18.8581;3054.56;2845.63;2143.71;1058.19;909.041;910.507;321.283;194.941;225.524;5153.6;8293.03;5831.94;338.923;457.24;337.912;404.689;336.766;462.887;457.773;403.089;328.773;148.41;115.286;108.46;293.491;346.145;214.916;11.902;38.5562;14.7523;31.0429;72.2475;25.8883;323.426;291.52;237.942;479.88;316.148;301.908
39;18.8006;46.996;16.6101;297.329;445.528;290.192;3114.41;3138.97;3097.53;3000.25;2621.29;14784.5;19278.1;8567.02;212.86;155.169;189.304;19.1714;47.5652;17.636;3052.36;2839.58;2152.65;1060.01;911.948;910.383;329.238;194.626;229.105;5175.38;8290.38;5850.75;339.78;456.296;338.12;403.906;341.053;458.222;452.254;397.161;325.673;151.316;116.77;108.836;293.18;340.763;210.828;12.0972;39.1028;14.3232;30.2676;72.9704;26.5419;322.681;288.936;237.89;478.7;315.025;299.565
39.1667;19.0912;47.6232;17.5668;297.694;448.679;293.855;3111.1;3163.7;3081.04;2994.6;2609.77;14733.4;19265.6;8506.28;214.906;157.396;187.574;20.439;47.3987;18.176;3085.31;2838.08;2158.08;1062.68;914.173;905.2;327.202;198.377;229.688;5156.83;8338.39;5860.21;340.679;453.749;342.672;400.23;338.029;463.197;441.751;395.64;317.8;150.971;116.76;110.577;289.071;331.017;205.1;12.6327;37.6199;14.1113;31.3849;73.5226;25.8557;316.336;287.84;234.892;482.292;316.363;300.691
39.3333;18.5274;46.0399;16.6688;305.712;442.731;296.821;3121.29;3172.55;3122.97;2982.9;2606.65;14686.3;19233;8493.36;219.267;155.473;190.867;19.6133;47.136;16.6059;3085.88;2845.61;2157.06;1058.88;912.067;903.109;337.247;198.29;232.81;5180.56;8367.88;5905.75;340.063;454.065;344.755;411.124;344.043;467.251;439.202;392.179;310.993;150.405;118.337;112.831;279.096;331.325;201.227;11.8488;37.4732;14.1407;29.6744;71.6826;25.9813;318.025;282.851;235.7;485.517;316.372;299.351
39.5;17.7597;48.4758;15.6268;303.228;452.891;302.23;3123.52;3156.65;3110.91;2995;2585.71;14673.2;19270;8440.44;214.971;159.085;188.397;19.4567;47.166;17.4384;3079.1;2866.76;2164.01;1061.4;909.658;905.167;333.411;200.139;232.289;5199.84;8372.68;5935.17;343.192;461.084;343.279;404.442;345.49;464.739;429.983;388.793;303.293;151.305;116.152;110.446;278.378;326.21;198.317;12.2843;39.7126;14.009;30.3717;74.0949;26.0411;321.998;289.11;235.407;481.562;317.391;300.407
39.6667;18.1953;47.8865;16.0153;310.605;455.408;302.877;3133.94;3162.7;3114.88;2932.66;2581;14728.7;19243;8392.45;215.598;156.939;189.494;20.638;47.4782;18.21;3096.96;2872.14;2161;1064.13;906.566;905.279;335.127;201.409;235.677;5223.26;8436.76;5962.57;347.306;461.448;344.688;405.538;347.082;461.951;414.206;379.35;290.846;152.988;117.283;109.069;270.961;316.859;193.783;11.2147;38.2502;14.8077;30.8877;73.4183;26.6626;315.705;287.907;230.626;488.486;315.6;300.723
39.8333;18.6639;47.1576;16.8062;305.915;458.851;305.045;3137.37;3180.02;3138.25;2893.43;2558.35;14841.9;19188;8343.06;221.341;161.453;189.515;20.7904;46.518;18.3205;3087.81;2896.05;2167.93;1053.68;901.5;900.203;337.389;201.041;237.1;5247.63;8455.21;5959.97;343.843;458.22;348.689;410.324;345.068;470.07;414.341;377.72;291.539;153.105;117.805;109.345;259.76;310.944;189.827;12.5065;37.3518;15.5856;29.9504;71.4976;25.9128;316.047;284.731;230.848;483.768;318.51;299.529
40;18.964;46.6837;17.0633;314.528;461.674;305.432;3145.89;3163.38;3111.61;2897.52;2531.86;14831.4;19206.7;8270.74;220.812;159.728;192.025;20.5325;46.8741;17.9932;3094.29;2886.29;2164.68;1055.59;907.244;892.268;342.891;204.243;236.52;5263.57;8474.72;6014.37;347.25;462.454;348.697;407.539;347.421;468.445;406.396;375.067;282.405;151.86;116.866;107.926;255.94;302.89;185.122;11.1456;38.1256;15.1251;30.6133;71.8622;26.5556;313.904;283.058;225.514;485.35;316.962;301.368
40.1667;19.1741;47.8687;16.4018;317.197;465.859;313.712;3141.77;3184.34;3110.63;2877.92;2512.7;14855.2;19240.2;8247.89;217.835;161.649;196.042;18.815;46.8299;17.6518;3096.94;2887.79;2176.97;1058.78;909.935;892.579;341.576;204.859;238.923;5279.31;8529.66;6029.75;344.848;466.654;348.474;412.048;347.515;469.037;396.851;363.045;279.182;154.06;118.771;108.517;253.747;298.478;184.328;11.8595;37.7842;14.3339;30.1954;72.6922;26.1809;316.584;276.485;227.024;485.919;314.494;305.474
40.3333;19.0496;47.3687;17.1794;320.2;471.057;312.157;3159.49;3200.72;3136.58;2861.61;2492.22;14783.6;19272;8179.14;221.519;161.986;193.641;20.4138;46.2083;17.7132;3108.82;2891.78;2174.15;1061.44;907.421;883.794;343.341;206.058;243.806;5274.29;8533.73;6070.3;343.836;462.732;349.877;411.09;349.696;473.718;393.287;369.566;267.47;150.761;118.408;109.124;245.804;291.652;178.708;11.3035;37.287;14.3732;28.96;72.8754;27.6462;316.581;282.682;229.026;484.425;317.952;301.483
40.5;19.344;45.9717;16.5598;322.647;475.701;320.857;3163.79;3180.15;3141.5;2823.59;2484.94;14950.1;19300.7;8156.13;216.639;160.667;193.161;20.2436;46.4104;17.3434;3106.88;2892.13;2171.93;1058.94;902.708;883.239;348.251;209.889;243.697;5302.94;8563.32;6075.48;347.196;458.019;353.125;408.082;348.916;474.488;386.075;358.932;263.747;153.407;118.193;112.223;240.811;285.502;173.9;12.1186;38.0212;14.33;30.769;71.4193;25.6432;315.755;277.404;224.22;483.805;312.293;304.449
40.6667;18.7488;47.3166;17.9217;324.656;476.177;317.703;3154.15;3195.66;3125.33;2845.88;2500.01;14794.2;19275;8125.89;219.994;161.281;193.656;19.3828;47.2652;18.3221;3099.26;2886.73;2181.39;1052.6;899.122;884.422;345.208;207.148;242.434;5317.81;8610.6;6110.38;352.974;463.824;350.927;411.499;349.823;473.768;374.018;358.295;256.494;150.863;121.394;109.025;239.831;282.791;173.938;11.8912;38.2043;14.4283;31.414;71.551;26.4114;315.274;277.919;223.524;482.019;319.492;303.492
40.8333;18.4087;46.0815;16.4664;326.682;485.688;323.424;3190.9;3195.87;3161.93;2824.4;2486.27;14794.9;19268.5;8100.57;223.758;161.554;194.281;19.8979;47.1464;19.0422;3131.4;2907.02;2188.85;1064.1;908.242;874.758;350.179;210.539;242.794;5334.87;8596.37;6132.25;351.204;466.935;353.954;411.332;350.554;475.303;359.072;350.346;252.407;153.23;118.483;107.771;236.011;276.061;170.364;11.6425;37.2248;13.9753;31.2292;74.0837;27.4898;306.166;275.959;225.412;487.024;310.286;303.597
41;19.0389;47.7993;16.1679;326.489;485.165;322.977;3168.92;3217.98;3149.8;2794.77;2483.36;14738.3;19316.7;7994.05;225.462;161.449;196.059;19.0932;45.557;19.0787;3127.04;2912.37;2199.29;1061.11;904.838;879.225;349.456;208.892;246.697;5366.46;8642.57;6138.26;353.941;461.982;356.722;415.033;348.271;471.707;357.934;340.917;244.739;154.716;120.683;108.37;234.967;263.717;162.496;11.3428;38.3657;14.357;32.5332;71.8569;26.1103;305.313;272.32;222.807;486.039;318.558;307.982
41.1667;18.1434;47.3475;16.9126;336.588;484.794;331.578;3176.87;3223.94;3162.99;2800.12;2460.06;14922.8;19363.5;7942.12;224.024;165.346;192.696;19.197;49.1522;19.4727;3136.39;2914.93;2200.02;1067.08;904.002;888.206;348.612;212.298;247.294;5351.3;8669.01;6170.69;352.586;461.956;351.774;412.641;350.136;476.137;354.648;336.341;237.381;154.216;119.041;107.859;223.126;262.015;162.085;12.1187;37.8583;13.6199;31.3249;72.2317;26.9509;308.124;275.925;219.753;484.06;320.783;309.688
41.3333;18.3718;47.3046;16.6331;334.673;491.301;330.336;3187.34;3208.53;3159.42;2803.79;2431.29;14820.5;19348.8;7920.52;223.938;167.408;192.956;20.3682;48.4623;18.1179;3127.96;2930.11;2203.66;1067.62;902.487;882.974;347.188;215.712;247.638;5373.53;8671.8;6188.21;353.396;466.303;353.676;416.175;350.653;468.636;344.12;333.026;234.146;154.521;121.468;108.82;216.092;257.147;157.561;11.1535;36.9075;15.4396;30.4834;71.6767;26.3949;310.541;274.45;219.159;476.322;314.2;314.694
41.5;19.1819;46.9353;17.2666;339.549;497.075;333.261;3176.74;3212.25;3154.01;2784.37;2433.57;14811.2;19375.3;7878.1;220.825;166.979;195.524;21.3903;47.2441;18.1229;3151.62;2936.41;2202.39;1065.58;905.512;880.211;352.186;219.451;247.299;5390.86;8700.4;6225;347.28;464.289;354.519;414.673;353.377;474.519;334.218;326.346;229.397;153.492;119.202;108.922;214.893;252.477;154.086;12.7469;37.5074;13.7375;32.0338;72.868;27.3896;308.458;271.567;215.133;483.954;318.101;310.915
41.6667;20.0438;46.3608;16.8072;346.297;501.494;330.826;3192.47;3223.56;3176.46;2795.33;2433.86;14850.9;19362.8;7845.7;224.375;165.518;194.709;20.1997;46.9797;17.2829;3150.33;2938.92;2212.01;1061.04;900.121;883.675;355.424;220.025;250.665;5406.1;8740.11;6227.09;349.505;470.778;353.218;420.522;352.384;475.367;328.3;320.307;223.18;151.033;120.503;108.619;207.291;242.573;153.591;11.3398;38.2264;14.4112;33.4451;72.387;26.8427;307.084;267.997;218.085;487.727;321.236;308.912
41.8333;18.215;47.9132;16.7358;345.713;500.21;339.587;3191.95;3237.32;3174.93;2794.06;2453.61;14788.7;19380.4;7763.63;222.904;168.071;195.947;19.3008;46.756;18.3582;3157.2;2953.75;2216.29;1068.63;911.122;886.099;358.825;221.188;251.063;5401.54;8753.04;6263.26;352.976;460.032;354.152;413.988;352.797;476.274;321.756;314.028;216.706;153.502;120.823;108.841;207.196;238.306;147.524;12.1242;37.6129;14.2355;31.3759;73.4972;26.2789;303.514;270.31;216.617;488.628;318.402;310.147
42;19.2907;48.6694;16.5639;347.659;512.292;341.977;3211.99;3228.89;3188.96;2791.34;2456.37;14796.8;19319.5;7687.47;222.101;163.447;194.654;20.6751;48.466;18.7876;3153.75;2949.88;2220.14;1061.11;906.216;888.428;366.111;221.165;252.314;5419.35;8800.96;6276.89;352.362;463.228;360.896;414.453;353.816;477.474;311.745;310.568;212.938;154.075;121.615;108.415;199.372;233.28;144.591;11.7623;37.8209;14.524;30.069;74.8946;26.6334;302.126;269.157;216.927;484.586;318.266;308.016
42.1667;18.489;47.711;16.791;350.023;513.847;344.171;3206.94;3235.16;3200.92;2801.17;2426.51;14816.5;19181.2;7643.77;224.965;165.004;196.707;20.0482;47.6391;17.6819;3153.47;2958.11;2214.88;1067.03;911.807;890.072;362.696;227.08;253.525;5448.37;8801.72;6316.92;352.126;463.587;361.366;418.109;357.33;478.217;305.066;303.935;211.53;154.679;123.672;108.602;202.223;227.108;138.675;11.847;36.6782;13.9237;30.1152;74.159;27.1166;300.798;267.548;214.739;480.973;319.222;310.05
42.3333;18.278;46.8362;15.6917;353.432;519.064;344.87;3215.08;3257.56;3199.9;2821.58;2396.4;14799;19211.8;7633.51;219.628;163.272;195.3;20.0994;48.1784;17.1201;3161.07;2962.86;2222.48;1076.99;911.654;893.691;364.194;221.022;259.569;5458.56;8822.78;6358.04;350.978;464.441;358.148;413.74;351.817;471.977;299.303;300.327;199.971;155.04;122.167;105.256;192.164;219.601;137.016;12.3115;37.4258;14.8607;31.3917;76.0458;28.2005;303.631;266.706;217.421;482.598;317.296;307.651
42.5;18.8173;47.1557;17.4535;356.539;527.625;346.429;3225.81;3230.15;3198.35;2812.08;2380.15;14756.2;19290.2;7580.69;220.814;164.817;197.961;20.1605;47.4987;18.8978;3170.62;2970.05;2227.34;1066.57;913.308;903.723;368.034;225.162;256.101;5471.31;8867.43;6356.9;356.397;463.558;356.712;410.2;349.763;476.825;292.3;291.656;198.682;154.374;122.435;110.141;186.512;217.959;136.594;11.6623;37.2537;13.7381;29.9172;72.9577;26.6155;300.465;266.439;217.185;484.073;314.545;302.891
42.6667;18.8329;47.0962;16.3063;360.376;524.774;351.842;3229.5;3252.36;3193.19;2777.04;2353.08;14803.9;19184.3;7565.28;224.762;165.542;198.121;20.9083;48.6403;18.7028;3178.13;2969;2222.95;1078.77;913.476;907.947;368.65;225.129;256.033;5470.71;8877.36;6385.5;358.106;462.866;355.321;416.65;353.931;469.593;286.253;287.201;190.031;155.83;121.673;106.604;185.153;214.225;134.158;12.3864;37.905;13.7657;29.9055;73.9546;27.4085;299.679;266.404;208.815;486.095;319.366;306.339
42.8333;19.6221;44.5822;17.1838;363.946;530.004;356.36;3225.66;3255.66;3215.63;2736.35;2349.49;14664.6;19219.1;7471.82;224.595;165.96;197.475;20.5517;46.6648;18.2553;3178.65;2982.84;2237.06;1085.66;915.733;900.875;370.814;226.118;260.502;5488.38;8875.26;6409.45;357.023;466.588;361.986;414.093;351.467;474.566;277.467;280.688;191.587;154.796;123.465;106.844;179.811;210.044;129.953;11.3826;38.0066;14.3648;31.072;75.4586;27.8999;298.471;266.477;210.31;484.267;316.776;307.05
43;19.3392;48.3604;16.0264;374.365;542.699;356.611;3236.86;3254.67;3200.59;2757.97;2346.53;14698.7;19161.6;7380.45;223.897;167.709;195.331;20.2918;47.6101;17.9276;3192.05;2980.5;2235.62;1079.54;918.218;903.709;372.028;229.522;263.325;5496.92;8919.17;6419.46;355.816;466.314;356.372;408.224;349.526;471.578;268.295;270.241;181.035;155.417;123.54;107.104;176.921;205.625;128.872;11.4777;39.6708;14.9914;32.2902;73.9631;27.216;295.913;265.936;211.581;479.329;315.615;312.204
43.1667;18.2682;47.6412;15.9574;374.319;541.607;362.146;3244.74;3267.9;3224.02;2760.25;2340.02;14686.6;19178.4;7360.33;221.827;168.457;197.653;19.921;48.2613;19.2676;3189.91;2983.75;2244.17;1075.85;921.305;916.176;372.507;232.842;263.265;5521.39;8917.41;6437.08;352.614;460.819;357.706;413.267;351.307;467.504;263.484;265.687;175.51;154.78;123.411;106.398;173.706;196.861;120.633;10.7262;36.9608;15.3216;30.2777;70.4392;25.7584;295.316;265.891;205.93;486.22;313.343;309.363
43.3333;19.3317;46.9541;16.9098;375.895;543.292;363.149;3247.85;3280.32;3225.9;2744.7;2347.47;14719.4;19090;7326.84;224.46;166.657;195.212;19.7263;47.0288;17.7944;3206.44;3003.09;2242.92;1082.12;924.788;915.151;378.322;231.336;264.581;5540.16;8960.83;6446.52;357.22;461.459;356.949;415.142;349.832;463.247;260.145;264.313;169.61;154.244;121.092;104.858;172.233;190.934;122.872;12.1769;36.9079;14.6029;31.3398;73.3458;26.4461;296.787;262.127;207.745;484.403;318.214;306.887
43.5;19.5054;47.9253;18.0396;378.981;552.888;369.503;3267.55;3278.37;3253.37;2768.8;2382.44;14669.9;18877.4;7279.02;223.526;169.07;196.501;19.9062;47.1073;19.6739;3204.42;3005.35;2258.73;1086.28;923.174;913.476;373.051;234.791;266.53;5546.84;8962.95;6491.6;355.32;461.716;355.495;407.071;350.118;467.339;252.029;253.194;169.874;157.375;124.87;107.502;165.28;187.657;117.602;12.8;38.7049;14.9596;31.5238;72.8234;27.3668;294.64;261.391;203.529;482.291;311.633;307.122
43.6667;17.975;47.9847;17.2206;382.444;565.38;372.013;3258.64;3287.46;3239.54;2756.87;2370.06;14634.4;18528.2;7202.35;225.177;167.744;194.234;20.4713;47.7869;18.2354;3216.16;2999.46;2256.91;1092.52;925.63;922.531;378.681;235.675;266.269;5564.44;8985.53;6489.22;352.899;464.184;362.377;414.139;348.013;470.174;249.773;249.896;164.171;156.236;122.607;106.25;163.495;181.819;119.243;12.6447;38.2355;14.3757;30.9167;73.9694;26.6155;294.31;264.868;206.418;481.318;312.686;307.497
43.8333;20.0801;47.6827;16.7262;385.641;562.802;375.287;3263.97;3286.59;3248.74;2785.58;2367.46;14590;18502.5;7161.37;224.088;166.923;193.512;19.7528;49.4978;19.7673;3218.86;3026.34;2260.99;1098.55;936.679;925.338;380.781;235.644;271.443;5546.43;9014.32;6527.02;354.833;463.697;357.688;412.527;348.138;466.538;243.437;243.567;161.813;158.043;126.074;107.789;160.089;177.15;115.99;11.2606;37.6289;15.1142;31.0353;76.1901;27.8307;290.805;260.065;201.444;484.542;309.918;308.442
44;18.1984;46.318;16.0361;390.894;571.918;382.778;3274.26;3293.58;3252.46;2751.31;2352.82;14651.8;18557.7;7108.88;221.642;168.856;194.371;19.5812;45.9222;18.7483;3236.6;3039.35;2258.99;1096.26;933.268;929.117;381.251;242.162;266.153;5576.22;9029.23;6539.86;355.774;467.525;357.176;409.407;351.086;473.22;233.077;242.019;156.859;160.32;126.258;106.494;154.986;171.124;111.65;11.6041;37.4806;14.9219;30.4429;76.8732;26.8792;297.134;258.435;203.277;480.516;312.96;307.595
44.1667;19.7393;48.0131;17.5187;399.096;575.23;383.91;3257.27;3296.38;3256.59;2760.79;2334.43;14520.5;18599.2;7097.74;225.588;166.642;195.214;19.8941;48.8152;18.0363;3235.73;3017.7;2290.22;1104.6;941.506;939.652;387.055;240.411;273.76;5582.65;9039.34;6557.32;356.632;465.49;358.825;402.336;346.179;467.849;223.188;235.125;152.138;158.814;125.863;107.991;148.729;169.899;110.076;11.6172;37.3286;15.7283;31.0269;77.23;25.6799;289.088;258.579;200.409;482.094;311.487;302.462
44.3333;19.0926;46.624;16.2178;402.274;585.267;390.04;3297.64;3287.56;3260.36;2800.42;2342.63;14470.8;18493.5;7022.72;226.459;171.071;194.648;20.4153;48.6839;17.9731;3243.3;3046.72;2276.22;1102.79;948.341;940.94;383.201;243.997;272.313;5611.54;9056.81;6583.31;352.737;465.824;356.116;407.565;348.137;465.7;219.394;224.897;145.69;158.186;125.166;106.807;148.574;165.383;106.491;11.608;37.9355;14.7103;32.1141;75.1925;27.349;289.555;256.281;199.997;484.027;316.17;307.415
44.5;17.97;46.3705;17.2001;401.877;584.311;394.677;3284.21;3302.77;3271.72;2806.54;2334.42;14429;18486.8;6962.04;223.621;169.099;193.469;19.644;47.8436;18.9902;3251.01;3049.66;2280.21;1103.58;953.387;943.942;388.24;246.011;275.245;5595.75;9068.58;6595.23;358.134;455.091;357.216;404.319;348.747;462.575;217.79;223.144;142.6;156.856;127.877;105.948;146.937;159.532;105.272;11.6892;37.2094;13.9332;30.6204;73.5457;28.5405;287.934;256.584;200.556;476.5;314.913;308.029
44.6667;18.9583;48.5283;17.1002;408.61;603.414;400.758;3290.17;3308.62;3276.22;2798.82;2341.53;14450.2;18492.7;6902.15;219.298;167.162;192.325;20.3649;47.6474;19.1021;3259.17;3056.08;2295.01;1118.47;950.762;952.837;391.442;244.913;276.636;5645.78;9107.52;6593.22;357.831;465.944;357.595;406.963;348.937;464.449;210.129;218.721;140.358;160.457;128.17;106.58;142.946;156.176;102.44;11.4597;40.0478;14.55;32.5276;72.5482;26.5859;291.443;256.722;202.064;481.731;312.407;303.976
44.8333;17.5925;47.1019;16.5474;413.963;606.214;401.123;3296.67;3310.8;3287.13;2790.5;2382.8;14396.9;18580.8;6859.65;223.022;168.494;193.432;19.4488;47.1951;17.7216;3266.57;3069.22;2290.92;1116.53;957.345;957.901;392.213;246.718;276.964;5639.51;9116.6;6620.81;354.68;460.702;357.001;407.598;348.117;464.477;207.26;211.328;132.736;158.648;126.729;106.418;140.096;148.586;99.8411;12.4343;38.1476;14.0845;31.0093;72.9428;26.6824;290.601;257.546;197.558;480.613;313.329;309.536
45;18.4884;47.6868;16.834;419.63;605.092;405.882;3309.61;3319.81;3300.6;2746.39;2380.12;14419;18561.9;6801.26;225.743;171.081;194.747;20.1374;48.0284;19.4982;3274.32;3071.02;2303.03;1116.3;964.985;955.168;396.298;247.603;279.656;5637.69;9122.55;6634.1;355.047;456.696;359.177;405.857;347.603;462.541;201.528;208.553;136.138;158.065;127.141;105.35;134.391;145.914;98.2629;11.3016;38.6282;14.9213;30.1805;72.3863;27.3502;289.433;254.476;195.119;481.644;313.268;312.477
45.1667;19.6343;49.0724;17.2091;421.921;614.313;410.904;3304.22;3316.2;3272.33;2768.83;2400.2;14304.3;18598;6774.67;223.479;171.137;192.828;20.4034;47.1275;19.4457;3282.12;3063.34;2300.56;1132.04;964.004;972.806;401.808;249.59;277.587;5658.81;9135.31;6667.28;354.395;462.996;358.625;401.371;348.918;459.971;192.911;198.95;130.8;159.71;128.692;106.393;131.569;142.017;94.5304;12.051;36.8926;14.3421;32.5999;72.9647;27.4602;289.044;256.31;194.5;475.386;315.249;304.721
45.3333;18.6883;47.7315;16.9563;431.144;614.275;417.119;3320.34;3322.96;3308.09;2822.49;2414.99;14364.2;18566.5;6721.91;221.399;171.485;193.841;20.8906;47.9035;18.7562;3284.28;3086.78;2305.82;1133.72;972.129;976.831;399.458;248.455;283.352;5671.28;9196.96;6675.24;355.256;462.07;359.276;402.401;348.413;464.177;191.61;197.733;126.569;158.617;129.301;106.232;128.794;136.979;95.7301;11.736;37.3675;14.9118;31.9955;71.81;27.3917;284.884;259.928;194.67;484.877;310.838;309.212
45.5;18.4197;46.9487;16.0411;432.904;625.546;420.859;3322.95;3342.18;3306.71;2812.21;2423.16;14231.5;18456.4;6674.06;222.074;169.263;191.904;20.5901;47.8717;19.8931;3276.97;3082.7;2317;1146.76;984.522;983.864;400.892;253.675;286.717;5698.38;9194.42;6678.26;351.031;460.594;360.241;399.637;346.382;458.877;180.289;195.678;124.192;163.744;129.918;107.785;126.947;134.697;93.3576;11.114;37.8947;14.6448;31.5672;75.8908;27.2928;285.233;255.42;195.343;478.458;316.376;307.245
45.6667;18.8627;47.3485;17.6584;436.868;629.897;426.696;3331.87;3334.83;3294.02;2782.44;2447.28;14211.3;18387.4;6621.95;223.481;167.308;190.878;20.319;46.7351;18.6087;3282.25;3077.13;2323.87;1149.05;987.659;992.481;400.856;254.081;287.828;5709.44;9214.06;6724.32;355.536;461.95;359.294;404.867;344.34;456.199;184.151;185.26;119.606;160.555;129.636;107.336;125.862;133.194;93.2345;10.8838;36.6228;14.2705;31.8627;74.8373;27.546;287.565;255.642;196.097;480.971;315.636;310.455
45.8333;19.115;47.5092;17.3602;439.454;637.792;426.321;3338.34;3343.04;3329.46;2774.14;2441.53;14103.1;18151.4;6597.56;220.162;172.036;189.156;21.0437;45.2934;19.2974;3309.7;3101.7;2320.06;1148.88;990.039;991.341;401.938;254.362;289.393;5715.93;9253.79;6750;354.363;465.26;359.37;400.285;341.664;456.704;174.253;183.766;120.366;162.586;129.954;106.064;121.339;128.997;90.1359;11.6726;36.5008;14.8219;31.2527;73.9651;27.7689;284.973;253.486;192.861;474.667;314.207;308.807
