Time,20210309_SKNAS_PER2_1,20210309_SKNAS_PER2_2,20210309_SKNAS_PER2_3,20220614_GIMEN_PER2_1,20220614_GIMEN_PER2_2,20220614_GIMEN_PER2_3,20230815_CLBGA_PER2_1,20230815_CLBGA_PER2_2,20230815_CLBGA_PER2_3,20230815_IMR5_PER2_1,20230815_IMR5_PER2_2,20230815_IMR5_PER2_3,20230815_NGP_PER2_1,20230815_NGP_PER2_2,20230815_NGP_PER2_3,20230815_SKNSH_PER2_1,20230808_CLBGA_PER2_1,20230808_CLBGA_PER2_2,20230808_CLBGA_PER2_3,20230808_NGP_PER2_1,20230808_NGP_PER2_2,20230808_NGP_PER2_3,20230808_SKNAS_PER2_1,20230808_SKNAS_PER2_2,20230808_SKNSH_PER2_1,20230808_SKNSH_PER2_2,20230808_SKNSH_PER2_3,20220705_GIMEN_PER2_1,20220705_GIMEN_PER2_2,20220705_GIMEN_PER2_3,20220705_Kelly_PER2_1,20220705_Kelly_PER2_2,20220705_Kelly_PER2_3,20220705_SY5Y_PER2_1,20220705_SY5Y_PER2_2,20220628_Kelly_PER2_1,20220628_Kelly_PER2_2,20220628_Kelly_PER2_3,20210601_SY5Y_PER2_1,20210601_SY5Y_PER2_2,20210601_SY5Y_PER2_3,20210309_IMR5_PER2_1,20210309_IMR5_PER2_2,20210309_IMR5_PER2_3,20250617_SKNBE2_PER2_1,20250617_SKNBE2_PER2_2,20250617_SKNBE2_PER2_3
25.6667,56.8896,24.3699,60.5142,231.842,277.067,209.332,879.607,782.03,757.857,221.574,192.88,286.983,27047.3,22079.9,19354.6,1326.49,1049.26,670.242,724.804,8129.35,4347.29,6111.95,422.008,660.783,1632.86,1403,1856.3,342.751,417.49,355.719,20.8996,49.1228,24.0365,956.556,1182.7,14.5109,49.2492,19.195,42.8117,18.1519,57.7857,130.892,227.772,160.326,5013.3,4369.58,4139.37
25.8333,56.9571,23.9048,60.748,235.691,275.572,208.232,879.498,794.043,755.071,226.088,190.329,286.526,26982.4,22127.9,19437.9,1349.59,1057.27,672.257,729.758,8125.59,4339.52,6149.18,429.08,666.604,1646.53,1439.28,1882.84,341.273,424.249,356.913,20.8609,48.5188,26.9444,965.456,1183.67,14.9911,48.8534,18.7499,43.4996,18.2046,57.5937,134.406,231.31,160.229,5061.3,4384.9,4147.85
26,56.205,24.3885,59.8405,233.105,278.291,210.693,897.343,795.501,769.745,224.401,193.174,289.232,26999.5,22187.2,19500,1374.05,1061.44,673.749,728.26,8113.28,4342.91,6145.34,428.499,675.429,1673.69,1446.97,1911.73,346.156,425.233,364.336,20.2823,48.4004,25.8467,970.701,1191.4,14.74,49.3178,19.2868,42.7265,18.0172,56.4475,136.7,232.251,163.818,5163.94,4385.31,4149.62
26.1667,57.1453,24.8415,60.2378,235.979,283.608,209.118,901.767,797.903,773.186,226.738,191.761,285.532,26985.9,22239,19540.8,1401.39,1058.56,673.932,734.287,8087.67,4348.68,6129.55,434.31,679.554,1707.82,1462.55,1922.89,346.951,428.538,364.043,20.8787,49.1324,25.6018,974.426,1188.03,15.0102,48.7886,18.7145,43.44,17.9517,58.6141,135.573,232.22,161.093,5036.9,4396.27,4147.5
26.3333,58.185,24.346,60.7392,240.927,285.982,213.439,911.505,807.172,774.969,229.928,195.28,285.056,26930.4,22288.2,19625.2,1427.14,1079.09,681.148,732.747,8120.16,4345.38,6172.91,439.519,683.907,1726.75,1488.87,1945.84,351.026,437.008,369.073,21.3752,49.0868,24.9507,971.23,1194.02,14.6843,48.3566,19.3383,43.7742,18.9674,58.3801,132.316,234.719,162.02,5020.96,4423.5,4163.94
26.5,58.3979,24.6718,61.8424,237.995,290.048,213.056,913.344,806.885,775.739,227.527,195.992,288.297,26945.7,22393,19682.9,1447.06,1070.28,678.28,735.594,8110.21,4349.76,6118.18,447.346,685.403,1746.87,1505.85,1978.87,354.292,434.653,366.141,22.1486,48.8505,25.3124,978.072,1192.3,15.7859,49.8506,19.5649,42.1107,18.3503,57.7208,137.741,233.529,160.586,5029.6,4404.39,4170.04
26.6667,58.3391,25.0137,60.1269,243.125,285.378,213.706,913.505,813.937,779.946,225.276,196.79,291.993,26938.7,22441.6,19710.5,1470.19,1083.5,682.371,736.953,8095.39,4337.95,6133.7,444.52,687.111,1770.73,1517.81,1990.23,363.259,439.229,371.461,20.9669,47.6129,25.2409,987.326,1189.02,14.8778,49.5052,19.648,41.8126,18.5225,58.687,135.036,232.387,162.912,5105.11,4427.04,4169.12
26.8333,60.879,23.3205,60.9489,238.751,293.005,215.367,921.136,814.508,785.52,226.445,195.92,290.674,26896.3,22511.2,19806.5,1493.21,1079.24,680.747,737.896,8102.92,4356.84,6132.25,448.661,693.285,1800.4,1532.42,2016.24,358.005,440.44,372.216,20.1358,46.945,25.2902,989.054,1197.69,15.1115,50.4347,18.8986,41.3961,17.8319,57.0646,138.068,232.839,161.634,5116.12,4426.92,4190.69
27,59.0479,23.2712,63.7675,241.95,294.685,217.781,927.095,820.895,784.447,229.759,196.061,292.29,26885.9,22544.9,19912.1,1514.37,1079.53,693.171,743.601,8090.11,4357.27,6127.34,452.35,695.484,1822,1553.79,2048.56,361.738,448.491,375.272,20.7492,47.9972,25.78,993.263,1200.55,15.8144,50.7725,19.4619,44.7374,18.3209,57.3235,138.306,236.916,161.655,4984.99,4433.14,4193.36
27.1667,58.8312,23.292,61.5992,245.332,286.333,216.816,927.243,821.678,787.466,226.807,193.989,290.694,26914.4,22611.8,19897.8,1532.8,1078.75,692.903,746.047,8108.33,4347.46,6133.87,457.56,700.962,1844.16,1572.99,2052.24,363.695,444.512,380.326,20.8228,48.1779,24.9218,990.3,1198.88,15.2291,50.0505,19.2989,42.8716,17.2585,57.3158,136.523,234.182,160.584,5078.07,4454.78,4207.8
27.3333,59.2908,24.4641,65.1025,243.71,291.06,215.468,938.892,835.754,797.849,227.67,198.644,291.904,26868.6,22695.6,19933.2,1562.1,1084.82,693.678,746.843,8078.58,4355.7,6133,462.666,707.354,1874.22,1584.95,2082.47,368.884,453.56,378.655,20.1917,48.6793,25.137,990.658,1199.26,14.3601,50.7581,19.616,42.8921,18.2276,58.0855,137.65,236.219,160.358,5120.6,4446.75,4200.83
27.5,59.6798,23.2521,63.1667,246.85,289.517,219.49,942.215,834.418,794.002,229.05,200.151,295.291,26826.1,22771.4,20050.8,1576.6,1082.37,690.59,749.351,8076.25,4350.54,6149.11,462.832,710.122,1895.82,1595.52,2106.35,371.33,458.038,395.133,20.8576,48.5564,25.1571,994.306,1196.35,15.7183,49.5937,19.0395,42.7093,18.7739,56.7838,136.497,232.883,160.073,5064.28,4482.09,4212.31
27.6667,57.4007,25.6023,63.461,243.337,290.909,218.845,946.247,835.238,801.917,230.12,198.405,293.246,26766.4,22815.6,20036.8,1604,1094.3,699.577,753.397,8100.39,4364.02,6140.81,465.15,722.053,1908.12,1632.03,2130.72,371.303,451.342,384.047,21.6647,48.0113,24.4873,1002.51,1198.75,15.8529,50.8624,20.4264,44.0235,19.0163,56.7472,135.496,232.264,159.821,5061.73,4472.74,4225.23
27.8333,58.8923,24.8589,64.2391,243.109,292.355,217.203,949.705,842.434,807.155,231.393,199.896,299.313,26743.8,22876,20169.8,1635.59,1101.31,699.02,755.004,8099.27,4361.2,6143.59,467.495,727.452,1941.2,1644.79,2147.19,377.176,461.842,387.514,21.2882,48.7956,25.2376,1002.77,1190.48,15.5658,51.003,19.8754,41.8324,18.3757,57.0033,137.668,234.673,156.605,5108.26,4485.53,4228.09
28,59.4078,24.8598,64.2702,246.586,297.191,221.609,952.339,846.62,811.757,230.784,200.77,295.783,26805.7,22863.6,20202.3,1647.24,1105.46,701.711,756.288,8093.79,4365.07,6142.79,466.424,731.032,1956.85,1664.63,2177.67,379.311,463.325,394.435,21.5109,50.7353,25.854,1004.87,1187.64,15.5773,50.7877,19.6558,43.9983,18.8505,56.6807,134.801,233.429,157.715,5114.18,4496.18,4240.05
28.1667,59.5187,24.8741,64.9787,243.226,298.102,220.392,955.786,852.451,811.009,230.84,202.181,299.277,26821.6,23065.2,20223.9,1668.24,1113.13,705.847,759.503,8116.85,4356.07,6149.13,472.984,744.331,1977.86,1674.35,2193.92,383.485,470.608,393.645,21.4426,47.7342,25.6114,1007.42,1181.1,15.692,48.6336,19.4215,44.5228,18.0075,57.2598,132.365,232.157,158.808,5082.63,4516.38,4238.66
28.3333,61.0056,25.2933,63.5035,249.87,293.904,219.952,955.402,856.198,815.865,231.043,202.225,299.614,26630.1,23148.9,20309,1684.15,1119.76,703.42,759.531,8076.38,4371.74,6161.21,477.062,743.96,2004.53,1687.35,2222.96,382.596,472.026,396.018,21.4665,49.4932,25.8958,1010.02,1190.67,15.5836,50.0238,18.7994,42.9849,17.6744,58.0654,132.559,229.85,159.27,5254.41,4524.5,4249.35
28.5,58.2566,24.181,61.5932,242.879,292.534,220.56,963.162,852.505,820.237,228.588,205.05,299.577,26687.7,23220,20368.6,1709.14,1114.25,710.69,765.573,8112.2,4366.86,6150.67,479.749,748.397,2028.76,1715.88,2238.57,382.788,474.58,403.201,21.3508,48.3599,26.5154,1010.07,1207.48,15.1788,50.0758,20.5225,43.0889,17.8625,57.8055,133.112,226.337,158.032,5102.1,4528.82,4268.76
28.6667,60.0482,24.4321,65.5964,245.591,294.908,221.662,969.137,859.245,816.614,232.787,203.705,298.691,26747.9,23266.2,20351.6,1723.39,1109.22,711.517,767.246,8113.01,4390.43,6167.85,484.349,749.967,2036.58,1729.52,2258.17,391.075,470.683,403.953,20.4255,49.2913,24.7113,1008.5,1194.88,15.4499,49.6295,19.8854,43.7681,18.7869,57.7311,132.799,228.944,153.887,5103.18,4537.33,4275.55
28.8333,58.7845,25.093,61.241,247.948,293.248,217.651,967.83,861.465,827.145,234.967,203.513,299.326,26619.3,23360.4,20498.5,1741.36,1115.08,713.571,765.456,8130.27,4378.22,6155.05,488.996,753.548,2062.15,1749.49,2265.44,394.025,480.042,406.943,21.5523,47.7934,25.28,1010.11,1196.18,14.874,50.7338,19.3086,42.1377,17.1755,57.086,133.602,230.115,155.57,5104.76,4534.58,4275.72
29,59.2864,25.1971,63.5524,248.11,293.881,220.848,971.049,871.751,830.196,239.411,203.02,300.742,26654.4,23378.7,20560.4,1756.22,1122.75,713.229,770.733,8111.25,4383.44,6180.59,491.194,754.317,2079,1759.6,2309.58,399.439,479.135,406.807,21.1929,48.8595,25.9232,1023.23,1180.27,15.6371,52.4828,21.1845,42.982,18.2484,57.8318,130.656,228.057,153.816,5196.57,4560.22,4305.07
29.1667,58.225,26.1493,61.683,245.906,284.409,219.595,974.179,864.582,829.239,236.323,204.647,300.7,26650.4,23448.8,20589,1781.95,1122.81,712.83,774.489,8136.54,4384.77,6174.6,495.057,758.597,2100.64,1773.22,2308.96,396.38,484.455,412.781,21.3008,47.6197,25.1922,1017.96,1186.56,15.6687,49.9207,18.3661,42.5995,18.4977,57.8193,133.985,227.07,152.389,5201.62,4568.1,4303.53
29.3333,60.7186,25.4414,62.3082,247.71,291.935,222.377,972.977,872.552,835.492,234.635,207.824,303.44,26656.5,23535.2,20674.8,1795.49,1124.66,711.018,770.968,8151.73,4398.41,6208.52,499.347,767.461,2114.88,1783.77,2339.18,393.596,485.239,412.627,21.6179,48.1848,24.8337,1017.06,1183.67,15.7505,49.8198,19.983,43.191,18.8943,57.5312,133.413,229.362,154.031,5137.04,4571.71,4309.7
29.5,59.2627,27.3374,62.1199,245.36,294.268,219.332,984.371,874.657,834.103,238.059,205.634,304.518,26620.2,23590.9,20743.5,1818.36,1132.27,717.394,769.192,8129.08,4419.83,6203.59,496.034,774.171,2156.29,1808.09,2344.91,398.679,487.326,415.535,20.4085,48.4547,25.2763,1015.52,1180.76,14.7912,50.6908,19.4777,42.8746,17.3274,58.0083,130.085,231.547,152.792,5205.96,4570.01,4332.46
29.6667,60.5986,25.5217,63.7056,243.99,293.377,218.957,983.358,876.904,840.285,238.418,206.195,307.896,26597.7,23657.3,20700.3,1821.41,1136.01,719.391,772.854,8195.59,4412.56,6189.29,500.406,775.427,2156.42,1808.32,2355.61,398.694,485.994,416.607,21.3171,48.3327,25.0649,1015.09,1191.89,15.4026,51.4465,19.805,46.1647,17.6449,57.0325,132.111,224.059,151.2,5137.39,4581.73,4341.95
29.8333,58.9759,24.8714,60.9816,240.116,290.708,218.88,985.164,878.099,842.892,238.204,205.74,305.981,26606.3,23684.7,20806.5,1831.41,1135.64,724.25,777.415,8176.29,4424,6210.52,503.113,783.29,2173.32,1827.51,2392.84,400.176,485.577,419.602,20.336,49.4225,25.0231,1016.35,1177.24,16.1732,51.7229,19.5469,43.8024,18.4951,58.4461,130.276,226.053,153.252,5172.17,4580.27,4367.1
30,59.1015,24.6592,63.5417,242.825,292.315,222.043,995.501,887.417,840.953,236.159,207.896,304.797,26581.7,23758.9,20884.2,1845.84,1143.09,719.468,768.681,8193.28,4432.06,6226.49,504.222,786.134,2184.11,1849.12,2388.48,408.771,490.076,419.089,20.5302,48.7239,26.0096,1017.22,1179.19,15.7849,51.2673,19.7879,43.7623,18.5327,58.4521,133.313,224.363,150.39,5135.65,4594.04,4355.44
30.1667,60.6279,24.7052,64.9276,243.545,278.922,219.841,990.798,881.191,847.6,243.198,208.418,306.794,26625.8,23824,20818.4,1863.22,1134.67,719.745,775.795,8246.8,4440.21,6249.38,512.699,797.375,2217.83,1863.4,2416.08,410.516,493.715,424.154,19.6511,48.9447,24.1118,1021.79,1176.01,15.5937,50.0094,18.7502,43.5591,18.8913,57.9381,126.906,230.596,150.69,5149.08,4612.38,4359.47
30.3333,57.5992,24.7682,65.667,240.46,287.614,218.242,989.069,880.65,843.855,241.58,210.862,309.61,26650.6,23877.1,20925.3,1874.81,1135.97,719.18,784.504,8238.78,4453.53,6242.19,516.092,800.755,2236.64,1862.71,2436.18,405.827,495.439,423.602,20.9662,49.476,25.8961,1020.2,1168.76,16.6775,50.332,19.5573,42.0696,17.9032,57.235,131.344,225.019,148.331,5115.19,4626.36,4387.45
30.5,59.0279,26.0624,63.0017,238.953,286.088,218.948,995.252,896.088,851.276,242.71,211.212,307.66,26605.9,23956,20973.2,1885.34,1151.35,722.507,782.006,8253.38,4463.73,6254.35,518.975,808.892,2243.58,1882.56,2448.36,407.591,500.368,421.759,21.4432,49.5594,26.0441,1019.62,1164.83,14.3587,50.6771,19.4151,43.9484,19.0322,58.5106,129.572,224.966,152.19,5139.82,4633.28,4394.19
30.6667,60.5511,25.0945,60.7493,240.491,290.952,214.476,1004.53,889.646,855.473,239.629,214.365,306.205,26577.9,24028.1,20944.8,1904.15,1142.96,724.629,782.655,8279.09,4473.25,6284.65,525.76,805.556,2239.76,1894.13,2452.16,412.908,498.333,424.987,20.1153,47.5346,24.5294,1026.99,1164.04,14.9772,49.395,20.5246,43.1395,18.3309,58.8676,126.486,225.563,150.319,5134.46,4636.56,4405.8
30.8333,61.9093,25.5298,63.3127,240.773,287.068,214.363,1005.7,888.368,858.705,245.535,207.598,309.46,26643.1,24138.7,21057.5,1914.53,1160.01,726.065,784.952,8303.54,4496.13,6295.28,528.747,809.765,2255.71,1895.75,2458.88,408.925,504.051,429.652,20.6639,48.9788,24.6412,1028.59,1164.75,15.769,51.5375,20.4914,43.4388,18.9887,58.0002,126.978,228.082,148.952,5150.83,4635.74,4407.69
31,61.488,25.515,61.7019,240.848,287.594,215.084,995.539,896.84,855.266,245.038,212.564,306.309,26632.9,24146.7,21157.3,1925.31,1148.64,727.77,786.458,8346.95,4491.61,6319.22,528.87,815.918,2262.19,1902.35,2481.84,410.585,496.562,422.018,21.0673,49.7391,25.6776,1023.62,1160.52,15.1581,49.9704,18.5385,43.3083,19.0102,58.4209,125.757,227.258,149.719,5217.17,4663.69,4431.25
31.1667,60.9659,25.5545,63.3008,241.843,284.825,215.24,1000.73,897.497,859.302,245.099,212.106,315.007,26579.5,24248.9,21062.8,1925.12,1154.5,733.924,789.111,8375.83,4514.54,6318.67,531.375,820.973,2280.06,1916.74,2495.04,413.104,500.079,424.096,21.1646,49.4922,25.0245,1029.76,1156.67,15.3422,49.6683,19.8943,44.3591,19.2208,57.3526,126.014,222.9,148.959,5111.5,4671.51,4407.17
31.3333,58.0674,25.3993,63.1773,235.761,286.82,215.982,1006.78,897.941,864.685,243.352,211.113,312.153,26626.7,24278.2,21182.3,1927.7,1153.5,731.225,790.382,8395.81,4527.76,6335.45,534.549,829.17,2292.81,1909.09,2496.62,411.192,503.133,427.558,21.3471,47.9582,25.6643,1030.62,1152.89,15.2158,50.4352,17.9863,43.0115,18.6753,58.3562,125.749,228.087,147.136,5128.17,4690.77,4440.72
31.5,60.2602,25.1437,63.0015,234.873,283.737,209.949,1006.9,899.675,861.053,244.45,217.206,315.77,26768.4,24334,21191.8,1939.25,1163.51,729.476,787.057,8399.91,4536.44,6363.83,534.424,832.917,2302.59,1926.66,2508.82,417.956,498.578,433.639,21.2824,49.7134,25.2216,1030.27,1155.19,15.7523,48.8132,18.9364,44.2123,18.9807,56.8632,123.798,225.93,144.888,5138.28,4687.39,4432.78
31.6667,60.7568,25.7744,62.0712,231.783,279.458,215.349,1004.72,901.869,863.312,245.53,213.786,313.795,26597.3,24419.7,21165.7,1957.33,1153.62,729.873,790.38,8426.75,4570.55,6383.91,544.068,831.71,2307.68,1925.71,2515.76,418.146,505.695,430.081,21.6327,50.6198,24.1431,1029,1160.39,15.0904,50.0137,19.4257,43.6036,18.2373,59.7443,124.658,227.793,146.264,5142.49,4711.14,4429.92
31.8333,58.91,25.3239,63.7461,233.306,280.158,212.715,1007.29,906.871,866.09,245.508,215.333,316.323,26517.1,24502.8,21322.1,1963.04,1165.4,741.758,791.709,8465.56,4585.21,6401.79,538.291,844.719,2319.34,1927.81,2524.7,411.508,499.077,430.289,19.9925,49.8133,24.3246,1031.49,1155.62,15.8497,50.0729,19.8752,43.771,19.5475,58.2851,125.845,226.035,146.825,5293.5,4713.9,4457.89
32,60.1686,25.4873,62.5658,231.448,280.412,211.101,1003.41,898.575,869.395,250.145,215.711,317.538,26504.6,24529.8,21305.1,1964.95,1168.32,737.491,797.857,8492.24,4601.68,6418.98,543.803,849.162,2312.03,1932.94,2521.85,412.279,507.995,435.506,21.1114,47.6348,25.2264,1026.98,1158.17,16.4854,51.9379,20.3456,44.0053,18.5963,60.1846,122.6,227.669,149.049,5202.22,4708.29,4470.64
32.1667,60.384,26.4891,63.0178,230.799,280.99,216.54,1014.47,903.299,867.242,246.951,216.328,315.61,26573.6,24595,21342.9,1979.34,1163.74,737.507,793.086,8534.22,4626.03,6450.89,545.639,846.917,2320.3,1930.93,2535.9,415.999,503.853,429.432,21.2395,48.7604,24.6823,1027.03,1153.7,15.8488,48.4006,19.62,44.5005,18.2793,57.7494,122.649,224.024,146.908,5101.81,4722,4466.31
32.3333,60.5289,25.3466,62.1462,227.568,279.488,211.655,1007.49,905.28,866.256,246.9,217.336,321.116,26575.7,24666.4,21457.8,1979.68,1173.76,743.198,802.28,8565.92,4630.07,6473,554.767,854.98,2331.49,1933.05,2538.7,415.733,502.353,433.799,21.5075,49.3389,25.3874,1031.35,1142.6,15.6214,50.3818,20.1629,43.6435,19.1975,60.6646,126.113,228.217,146.177,5219.34,4749.23,4457.5
32.5,60.0372,25.7522,61.5784,229.125,282.212,209.175,1002.94,901.013,870.877,248.471,220.253,317.23,26654,24681.2,21430.4,1982.42,1169.95,740.334,799.163,8624.13,4652.78,6507.6,559.728,859.234,2334.49,1944.99,2537.83,413.811,508.543,426.766,21.0818,49.7161,24.6469,1029.02,1152.72,16.1032,50.581,20.4847,44.5843,19.0736,56.9978,124.877,229.16,150.03,5162.63,4726.63,4482.87
32.6667,61.5292,25.1167,62.2541,230.441,280.394,209,1009.46,901.837,873.199,248.864,220.651,322.175,26591.8,24755,21437.1,1989.46,1172.67,741.352,795.856,8657.21,4672.67,6525.59,558.075,864.356,2333.71,1940.23,2546.77,415.679,501.328,430.038,20.2602,49.5199,26.4318,1028.14,1146.56,16.5443,49.7598,19.6353,44.1952,19.5132,59.9766,124.072,229.703,148.933,5312.29,4754.1,4472.11
32.8333,60.8812,25.6883,64.4557,227.359,278.265,206.754,1015.37,908.224,875.968,250.189,219.197,319.843,26619.9,24869.8,21592.2,1990.97,1182.79,744.653,798.511,8692.07,4708.76,6545.57,567.26,876.717,2344.36,1952.76,2552.42,417.909,504.643,427.239,21.4054,51.3338,25.4792,1027.6,1143.36,15.6489,49.6606,19.786,44.9331,19.0445,57.5245,122.833,227.838,147.2,5198.09,4771.36,4477.91
33,61.456,25.1882,62.4793,227.399,278.327,208.041,1013.53,895.845,870.572,250.105,219.542,317.384,27821.5,24911.6,21577,1999.77,1183.82,744.165,804.423,8733.69,4705.34,6589.44,567.542,879.532,2342.64,1942.31,2554.22,414.156,504.547,427.128,21.6903,48.9608,25.311,1029.32,1140.69,15.1203,48.6882,19.2799,44.1808,18.4625,59.4303,119.733,229.002,146.214,5201.4,4788.3,4480.49
33.1667,60.3301,24.9755,62.803,227.207,278.411,205.302,1018.35,898.172,870.638,250.229,219.484,322.896,29312.1,25004.1,21583.2,2013.67,1179.91,746.213,796.688,8774.44,4737.81,6612.25,565.772,887.099,2340.38,1953.7,2543.93,413.252,499.516,424.623,20.8607,49.1716,24.1841,1033.36,1136.76,15.8527,51.2362,18.8777,42.1274,18.7874,59.9035,119.686,229.996,144.889,5169.04,4788.99,4487.3
33.3333,61.5064,25.1805,62.4541,224.476,273.061,204.711,1011.39,909.832,876.08,253.817,222.471,326.145,30305.7,25012.9,21621.3,1996.72,1189.87,747.555,805.233,8831.82,4753.83,6630.25,579.272,885.51,2337.57,1945.57,2543.36,413.705,502.454,429.602,20.9192,49.2743,24.9319,1031.05,1133.64,15.8522,49.8527,19.513,43.7796,19.4331,58.8117,122.629,229.838,143.615,5286.57,4802.76,4501.71
33.5,62.0685,25.5974,62.9831,220.285,273.49,206.049,1014.31,908.515,875.276,253.804,223.907,322.609,30832.6,25077.9,21526.3,2001.93,1187.16,741.487,803.525,8891.32,4773.01,6669.34,575.264,887.361,2335.09,1948.11,2553.6,413.375,502.758,430.982,21.6168,50.266,24.7049,1039.31,1131.01,16.3606,49.7879,20.1995,43.9144,18.7158,59.0152,120.637,225.25,141.717,5178.76,4808.83,4507.09
33.6667,61.592,26.7091,61.4101,219.718,271.818,202.914,1009.88,909.032,873.956,257.019,222.868,324.626,31017.3,25186.4,21474,2006.49,1189.2,746.591,811.73,8916.19,4814.18,6703.61,576.973,899.772,2322.79,1930.95,2548.72,413.517,497.546,426.374,21.2836,52.7689,24.6835,1029.73,1132.2,15.6468,49.896,19.0296,44.6492,19.3114,57.8747,121.025,229.585,144.561,5173.36,4823.61,4517.23
33.8333,61.0781,25.2991,61.1707,221.336,271.136,202.393,1021.65,913.213,870.648,252.887,224.077,328.212,30993.6,25199.2,21418,1996.14,1194.21,747.441,809.786,8947.25,4834.65,6735.03,588.798,905.557,2330.46,1938.29,2554.06,411.101,498.535,424.164,21.6392,49.3945,24.5731,1040.53,1141.08,15.7165,49.9076,19.9694,44.4979,19.1317,58.1426,119.61,228.833,144.963,5208.24,4822.98,4530.49
34,59.2367,25.7153,62.5117,219.126,272.423,199.554,1018.59,905.725,876.786,258.402,229.119,326.225,30951,25344.6,21268.7,2004.7,1188.11,748.427,811.382,8999.3,4860.5,6753.55,584.685,908.277,2322.87,1932.1,2549.26,413.037,498.384,423.169,19.7388,50.2695,25.4177,1041.39,1140.5,15.8719,51.4353,20.4753,43.3962,18.7413,57.6012,120.239,225.594,147.498,5231.92,4830.98,4525.36
34.1667,61.325,25.5508,63.9782,217.979,274.412,198.518,1020.25,911.986,875.185,258.058,224.248,328.602,30685.2,25336.7,21266.4,1992.31,1193.25,740.43,805.917,9052.01,4851.14,6794.48,589.418,912.093,2319.42,1917.27,2548.44,411.711,501.602,425.476,20.8616,52.2792,25.115,1033.82,1132.91,15.8108,50.9304,20.5582,43.5566,19.2843,59.3882,118.499,230.923,144.586,5207.59,4851.9,4543.63
34.3333,60.6537,25.4008,66.0832,214.088,268.267,197.705,1013.98,908.781,878.058,259.483,225.452,331.435,30712.8,25372.6,21213.1,2003.99,1206.16,752.494,811.46,9118.77,4931.28,6833.58,591.005,915.098,2328.55,1923.31,2537.9,408.343,495.714,420.4,21.1073,49.3792,23.4578,1038.14,1129.33,15.7778,49.275,19.786,44.8146,18.7332,57.4128,118.898,225.556,146.059,5259.96,4856.79,4552.38
34.5,60.9825,24.4987,63.2942,217.813,269.1,198.326,1021.57,915.522,877.906,255.869,226.963,328.128,30846.1,25555.1,21230.6,1995.81,1190.97,746.547,817.338,9137.53,4921.24,6876.54,595.245,922.744,2299.67,1907.45,2540.72,409.443,494.777,417.737,20.7007,50.4118,25.6735,1037.1,1130.9,15.8941,49.8643,20.5323,43.8501,19.3923,60.4012,119.073,228.768,145.612,5366.3,4861.7,4548.98
34.6667,60.6541,25.9972,61.4904,214.172,267.643,198.904,1017.13,913.261,880.757,258.214,229.261,333.067,30900.6,25513.2,21324.7,1985.57,1202.26,756.869,815.555,9211.05,4950.39,6887.86,594.676,930.147,2304.33,1904.43,2524.99,403.529,498.52,415.811,20.4558,49.8212,24.01,1042.97,1129.14,16.2741,50.3375,19.8693,45.1288,18.3315,58.4963,117.999,231.391,144.689,5202.99,4908.69,4572.44
34.8333,61.3538,25.8857,63.877,213.359,266.579,195.994,1024.1,918.019,889.004,262.215,229.693,330.651,30814.4,25636.3,21237.2,1984.51,1207.86,750.552,820.424,9258.3,4997.2,6937.05,602.323,928.49,2297.21,1900.41,2512.36,405.881,490.619,418.897,20.578,49.9171,23.3889,1046.41,1127.11,15.5904,51.1436,19.3783,43.0839,18.7837,58.9445,117.115,231.396,143.598,5160.16,4906.81,4583.68
35,60.2448,25.6621,63.4703,215.463,261.904,196.354,1015.15,918.23,880.594,265.126,232.261,333.817,30880.7,25624.4,21190.3,1980.5,1203.21,754.577,816.93,9325.13,5028.68,6968.66,603.181,939.664,2286.25,1896.89,2514.57,398.051,486.359,414.377,20.4417,49.8877,24.4033,1041.79,1126.96,15.8973,50.0476,20.5064,44.4899,18.3305,58.8184,118.035,230.689,144.103,5235.18,4924.8,4587.24
35.1667,61.5161,24.9852,64.0274,210.89,263.33,192.601,1021.81,916.386,887.638,262.824,230.814,338.468,30979.5,25682,21141.2,1978.4,1201.31,755.398,815.557,9358.6,5030.04,6997.14,611.492,939.897,2271.67,1888.51,2492.96,401.956,492.003,413.65,20.8462,51.4704,24.3702,1048.21,1124.9,15.3616,48.0111,20.6914,43.181,19.0733,59.7303,114.707,229.745,145.235,5311.84,4916.52,4603.72
35.3333,60.8346,25.3912,63.0478,208.609,262.022,192.469,1017.28,912.478,882.228,267.559,232.223,340.973,30989.6,25737.2,21125.5,1957.65,1207.78,753.201,818.331,9431.4,5063.98,7039.46,612.22,945.968,2279.59,1869.59,2491.29,399.945,488.955,409.174,19.819,50.4131,23.2783,1051.06,1120.73,15.6419,51.1795,20.8432,44.0738,19.1187,60.1359,113.83,228.852,145,5373.2,4913.73,4619.92
35.5,61.6976,24.9928,62.4892,208.36,260.849,190.909,1022.47,910.892,884.115,265.696,234.451,339.617,31036.1,25835.7,21098.9,1968.03,1215.49,760.47,817.66,9470.55,5089.11,7085.75,612.255,954.471,2250.07,1866.95,2479.99,399.031,483.488,409.429,20.6189,49.814,23.851,1051.23,1126.16,16.1902,50.9054,19.2582,45.0091,18.6008,58.9658,116.307,230.516,144.451,5158.12,4928.27,4623.87
