Time,20210309_SKNAS_PER2_1,20210309_SKNAS_PER2_2,20210309_SKNAS_PER2_3,20220614_GIMEN_PER2_1,20220614_GIMEN_PER2_2,20220614_GIMEN_PER2_3,20230815_CLBGA_PER2_1,20230815_CLBGA_PER2_2,20230815_CLBGA_PER2_3,20230815_IMR5_PER2_1,20230815_IMR5_PER2_2,20230815_IMR5_PER2_3,20230815_NGP_PER2_1,20230815_NGP_PER2_2,20230815_NGP_PER2_3,20230815_SKNSH_PER2_1,20230808_CLBGA_PER2_1,20230808_CLBGA_PER2_2,20230808_CLBGA_PER2_3,20230808_NGP_PER2_1,20230808_NGP_PER2_2,20230808_NGP_PER2_3,20230808_SKNAS_PER2_1,20230808_SKNAS_PER2_2,20230808_SKNSH_PER2_1,20230808_SKNSH_PER2_2,20230808_SKNSH_PER2_3,20220705_GIMEN_PER2_1,20220705_GIMEN_PER2_2,20220705_GIMEN_PER2_3,20220705_Kelly_PER2_1,20220705_Kelly_PER2_2,20220705_Kelly_PER2_3,20220705_SY5Y_PER2_1,20220705_SY5Y_PER2_2,20220628_Kelly_PER2_1,20220628_Kelly_PER2_2,20220628_Kelly_PER2_3,20210601_SY5Y_PER2_1,20210601_SY5Y_PER2_2,20210601_SY5Y_PER2_3,20210309_IMR5_PER2_1,20210309_IMR5_PER2_2,20210309_IMR5_PER2_3,20250617_SKNBE2_PER2_1,20250617_SKNBE2_PER2_2,20250617_SKNBE2_PER2_3
100.5,62.6875,24.243,63.412,103.7,140.215,160.173,2464.84,1784.14,1810.63,518.241,490.578,679.451,3438.77,4092.72,4265.58,1159.35,1615.64,1746.47,1244.08,16773.9,13524.2,9240.22,2563.59,4089.79,792.122,821.474,1037.93,119.005,171.259,118.284,10.3028,37.3271,13.0575,14.2744,36.5636,13.1059,46.1692,16.3854,71.3587,31.5396,93.3753,194.67,332.516,254.053,234.506,4453.86,4840.08
100.667,61.0069,22.8357,61.9357,102.557,139.923,162.958,2465.77,1785.14,1815.11,511.962,491.418,676.798,3406.26,4067.43,4208.78,1150.14,1673.38,1749.64,1239.55,16666.2,13532.1,9244.84,2578.4,4094.42,795.6,820.558,1034.83,116.818,174.955,120.048,10.8562,36.1227,14.1756,13.6927,36.643,13.7805,47.2957,16.1986,70.0882,33.9259,93.7397,193.416,336.037,254.176,145.894,4410.75,4837.14
100.833,61.6166,22.9448,63.4383,101.713,140.205,159.39,2462.2,1779.35,1818.79,516.045,489.337,672.912,3344.58,4029.37,4189.84,1149.11,1701.36,1745.86,1237.03,16627.1,13557.8,9210.47,2579.53,4075.92,798.572,810.078,1033.75,117.188,172.506,118.469,11.1343,36.9523,13.3241,14.3057,38.6191,12.9629,45.2633,16.2454,71.1794,31.5756,93.4675,196.486,333.232,254.558,145.677,4370.72,4779.17
101,64.4,23.4809,63.7565,105.658,137.86,159.964,2454.12,1772.6,1804.08,510.155,489.709,672.537,3290.25,3999.06,4133.93,1150.52,1617.51,1748.56,1256.11,16458.2,13551.2,9172.64,2573.97,4090.18,795.506,819.326,1032.82,116.296,172.58,119.133,10.5539,37.4071,14.5168,13.8572,36.5961,13.1469,44.8992,15.7048,71.4646,32.0228,94.8987,193.914,334.088,252.546,144.682,4327.62,4748.37
101.167,61.6921,24.1183,62.0871,102.009,139.25,158.986,2438.42,1767.65,1812.94,511.709,489.468,666.202,3242.98,3975.59,4071.24,1156.25,1600.85,1746.76,1225.82,16373.5,13583.2,9138.33,2577.31,4109.81,791.34,811.791,1025.35,114.959,174.55,119.644,11.4053,35.2114,14.1418,14.625,37.8902,12.8606,44.7938,15.7407,69.9494,32.8309,92.9814,190.356,331.158,250.764,227.07,4303.88,4726.99
101.333,61.096,23.8874,63.1006,103.996,137.555,159.177,2438.46,1765.86,1814.36,509.456,492.678,674.489,3199.58,3934.53,4053.07,1145.69,1633.84,1745.61,1217.42,16266.2,13597.8,9109.23,2587.52,4101.67,789.361,813.604,1023.04,118.199,175.127,117.206,10.6735,37.9073,13.9533,13.7687,38.2699,13.1926,43.8725,15.5503,71.8909,32.2795,95.4384,191.77,328.094,252.085,177.043,4264.76,4715.34
101.5,61.1681,24.2247,62.2412,102.612,139.068,158.201,2423.03,1761.97,1794.58,518.536,487.067,671.611,3141.14,3903.97,3998.29,1152.39,1641.35,1746.98,1214.33,16177.2,13596.4,9059.38,2607.67,4116.23,786.445,812.694,1019.61,117.477,175.473,116.742,10.8163,37.2435,13.5307,13.7559,36.7101,13.0815,45.1229,15.6167,70.683,32.259,92.5099,195.715,333.502,251.337,205.351,4236.23,4679.66
101.667,60.731,23.4812,62.1552,103.343,140.278,156.788,2441.29,1754.78,1804.15,508.482,486.577,673.269,3079.73,3867.15,3951.05,1146.93,1600.44,1750.32,1206.85,16121.7,13600.5,9023.68,2604.44,4115.67,785.559,811.99,1022.58,116.181,174.821,119.237,10.6072,34.85,14.153,13.3116,37.8981,13.0493,44.8714,16.1323,71.9629,32.5324,93.5608,190.694,326.867,251.873,112.766,4199.15,4642.32
101.833,61.3242,23.8459,60.472,102.61,138.102,156.615,2418.38,1742.31,1786.38,508.351,484.14,669.986,3025.58,3844.31,3915.79,1147.87,1563.86,1757.94,1215.64,15993.4,13618.2,9003.38,2610.69,4138.4,784.99,814.138,1013.54,113.496,174.686,117.297,11.0916,36.4979,13.2062,14.4969,37.2098,12.8137,43.9216,15.8478,71.7354,32.8908,94.7221,193.16,329.165,251.999,140.249,4162.66,4620.13
102,60.0035,23.5423,65.1037,103.468,133.653,155.152,2426.84,1734,1782.46,504.237,489.999,670.667,2982.37,3835.73,3877.73,1141.08,1564,1755.23,1213.75,15922.7,13610.9,8966.61,2608.75,4158.14,783.903,808.261,1016.23,115.54,172.303,118.19,9.95247,37.6878,14.1735,13.4707,34.8717,12.0463,46.517,16.3384,72.3109,33.328,95.6081,195.944,327.537,248.018,164.545,4120.73,4598.45
102.167,60.8455,23.7278,63.6466,101.76,137.492,153.606,2426.52,1736.57,1782,508.873,480.635,673.893,2923.14,3788.75,3839.67,1147.03,1592.16,1745.24,1213.98,15901.9,13587.7,8899.59,2606.98,4133.6,779.874,801.478,1012.57,115.912,174.381,117.611,11.1467,36.8418,13.4654,14.6025,36.2353,12.9154,45.8741,15.358,68.9148,32.9846,92.924,195.789,322.886,251.16,125.695,4090.4,4551.32
102.333,62.5352,24.1004,62.3225,104.15,137.058,153.158,2420.83,1711.79,1760.11,504.435,483.91,668.713,2869.74,3750.74,3813.45,1142.18,1607.68,1753.63,1201.14,15825.8,13598.8,8883.02,2626.35,4151.5,771.646,816.447,1024.69,116.446,175.091,116.791,10.4708,37.6728,13.9707,14.0926,36.9895,11.6055,44.4826,15.698,72.0134,33.7446,96.3646,193.189,320.836,250.068,296.564,4038.3,4520.61
102.5,62.437,23.5959,63.1952,101.955,136.753,153.502,2425.63,1706.66,1762.07,505.827,486.209,669.401,2818.3,3728.33,3769.61,1139.56,1611.68,1733.86,1209.13,15580.2,13631.5,8807.53,2618.74,4161.57,778.095,809.834,1007.75,115.22,173.21,116.731,10.2967,34.7012,13.4905,14.2482,36.4394,12.6158,44.1682,15.4476,71.0726,32.6668,96.6589,194.862,325.452,257.346,183.374,4011.96,4514.61
102.667,61.3565,24.1401,61.5742,102.353,132.932,153.047,2404.22,1707.11,1766.37,508.203,485.754,667.855,2760.45,3697.12,3735.74,1138.06,1609.46,1743.41,1207.25,15455.4,13593.5,8836.31,2632.41,4156.39,772.176,811.438,1014.02,116.257,172.99,117.035,10.3515,36.7619,14.1914,14.413,37.0354,12.4789,44.1648,14.9839,71.686,32.4887,95.4111,194.084,327.566,250.81,140.982,3965.44,4510.4
102.833,60.0714,23.3731,62.463,99.5693,137.034,151.198,2406.55,1698.87,1756.78,508.015,477.46,665.893,2686.28,3672.98,3692.27,1145.57,1609.84,1738.53,1205.66,15431,13596,8797.82,2628.09,4151.95,771.855,807.307,1000.15,113.647,174.83,117.104,11.0164,37.3828,14.934,13.2108,35.8085,12.4296,46.2611,15.2845,71.8664,32.6792,97.5114,197.492,324.156,255.636,129.976,3943.84,4472.5
103,61.6123,24.7631,61.6445,99.1286,135.026,154.512,2410.6,1687.93,1754.37,505.51,481.102,670.041,2651.81,3631.92,3641.88,1141.92,1594.04,1740.61,1202.64,15315.8,13549.6,8835.09,2631.91,4182.69,766.236,806.315,1008.46,116.952,174.092,115.842,10.989,37.648,14.6153,13.6811,36.6781,12.4566,46.2143,15.7688,73.1974,33.3324,94.8593,196.606,326.877,255.337,239.804,3899.23,4466.97
103.167,60.9756,24.7558,60.4812,99.8144,134.028,151.513,2390.1,1677.53,1731.15,505.648,484.323,668.612,2597,3606.19,3610.73,1135.17,1619.9,1732.87,1206.28,15305.9,13551.7,8806.57,2639.01,4181.49,764.783,807.01,1008.42,115.305,174.218,114.34,11.388,36.1021,14.908,14.3945,36.7644,11.9428,43.921,15.9167,71.9516,32.7245,95.8324,197.516,317.333,256.244,130.277,3864.85,4466.6
103.333,61.7072,24.0261,63.4587,100.334,134.397,152.424,2392.36,1653.21,1732.57,503.987,485.926,673.876,2536.24,3568.41,3582.22,1136.42,1594.55,1736.45,1205.24,15158.7,13563.1,8804.23,2637.75,4194.7,767.31,799.072,1004.27,110.565,173.4,115.512,10.5659,37.2972,13.3886,13.8517,38.7879,13.0035,44.5638,16.0195,73.5027,34.5373,95.9576,194.3,319.444,257.272,119.516,3842.59,4430.44
103.5,61.6616,24.1537,62.7307,100.924,131.987,150.098,2377.89,1651.59,1722.58,508.465,478.68,667.884,2492.64,3553.12,3537.87,1141.1,1559.18,1729.62,1213.28,15000.3,13527.5,8750.99,2625.22,4203.64,760.913,803.107,1001.44,115.274,174.492,114.727,10.9716,37.368,14.5792,14.2476,37.3088,12.8013,44.9931,14.9497,72.2603,33.8509,95.8519,197.545,325.684,258.61,130.772,3806.07,4419.19
103.667,60.6248,22.669,62.1642,101.531,135.141,147.56,2369.35,1657.94,1723,501.35,477.883,665.684,2426.51,3525.24,3516.71,1141.97,1569.02,1732.46,1198.03,14882,13519.7,8733.09,2638.69,4207.67,758.962,804.552,995.441,114.143,172.715,114.733,10.6539,38.2827,12.9148,13.3187,37.8947,11.8955,43.7559,15.5987,74.6753,33.0331,94.7417,195.237,318.676,261.065,119.691,3763.76,4394.08
103.833,60.1945,23.7958,64.136,101.023,132.676,148.423,2372.69,1651.56,1695.82,501.691,477.343,662.955,2377.38,3497.19,3478.23,1130.89,1553.94,1736.3,1204.24,14756.5,13484.8,8689.07,2650.29,4197.31,755.107,799.687,995.122,111.316,174.993,115.915,10.7538,36.1586,14.0027,13.9963,38.7514,12.5606,43.9532,15.555,72.2018,33.0598,95.4283,196.32,319.133,260.716,129.274,3722.54,4348.9
104,62.408,24.6269,64.0096,100.491,134.947,148.813,2361.71,1646.33,1696.95,500.74,477.557,670.506,2319.94,3461.77,3451.59,1134.46,1548.4,1730.46,1199.52,14757,13434,8696.18,2643.81,4217.1,747.801,798.018,997.983,112.831,171.226,115.22,10.4987,36.4202,13.6421,13.7822,36.8602,11.9005,43.5957,14.4427,72.7475,33.9956,95.1915,196.409,320.369,258.797,123.097,3695,4329.51
104.167,60.9716,24.1678,64.6596,98.2912,135.215,146.326,2360.27,1640.84,1686.13,498.752,480.629,662.689,2273.4,3449.23,3415.42,1126.17,1558.72,1732.32,1185.29,14726,13411.4,8744.57,2653.1,4201.01,756.076,795.619,990.356,109.245,173.408,112.27,11.3772,37.3848,13.4748,14.2429,36.917,11.6894,44.0165,14.3201,74.9683,32.7952,95.5204,194.318,318.974,257.289,236.452,3656.54,4316.57
104.333,61.9751,23.5665,62.0928,97.6147,134.082,146.055,2354.62,1630.48,1691.55,502.145,473.402,659.186,2203.03,3411.32,3379.98,1137.2,1588.73,1724.84,1181.12,14593.9,13381.9,8721.9,2649,4221.68,748.778,796.072,986.086,111.079,171.969,109.005,9.86421,35.8357,13.7095,13.9403,36.911,12.1151,43.9927,15.465,72.872,32.6296,94.5619,193.265,320.267,260.02,149.935,3622.17,4295.64
104.5,62.7879,23.5752,63.4527,97.2867,132.023,150.27,2349.28,1630.39,1685.37,497.547,471.814,654.917,2146.33,3379.91,3343.85,1142.01,1538.75,1726.04,1181.22,14422.6,13366.8,8731.28,2664.11,4239.08,747.303,798.278,986.145,112.845,169.278,111.65,10.9728,37.1879,12.8018,14.053,36.5336,12.1231,43.0137,15.7879,71.2731,32.5904,93.6126,198.256,315.9,263.269,114.125,3578.02,4244.51
104.667,60.3646,24.4205,63.7814,99.4801,134.426,144.143,2341.66,1628.21,1670.33,498.928,473.206,658.769,2092.84,3346.53,3319.04,1128.54,1552.73,1721.77,1172.86,14391.7,13344.4,8725.11,2638.83,4215.28,752.076,802.619,991.377,109.807,171.291,112.345,10.6449,36.6744,12.6938,14.1615,37.9233,12.3668,43.7117,14.7758,74.2504,33.1081,97.7896,197.524,316.107,259.82,276.234,3544.41,4222.81
104.833,62.0145,23.7536,65.4762,100.228,134.489,145.617,2338.83,1626.33,1664.62,500.98,474.394,658.298,2036.64,3322.86,3297.71,1126.34,1561.39,1722.25,1175.36,14299.8,13277.7,8688.11,2647.47,4220.16,753.49,792.26,984.59,109.919,171.381,111.229,11.538,37.0717,13.4037,14.3034,37.88,12.2844,43.5674,14.5977,73.1035,33.318,94.6745,198.432,313.779,265.358,211.904,3499.01,4187.13
105,61.7007,23.3665,63.8365,98.8154,131.048,147.913,2320.34,1613.51,1663.95,497.011,468.148,658.492,1976.55,3303.12,3252.55,1132.26,1553.46,1722.47,1179.82,14346.1,13205.5,8702.86,2653.56,4225.65,742.845,800.174,993.301,113.594,170.096,110.225,10.6126,37.068,13.4821,14.1258,36.7816,12.5022,44.2824,14.5706,76.8211,33.4256,99.5076,199.865,315.992,259.885,148.058,3466.11,4182.5
105.167,64.2699,23.1777,63.6737,98.5777,135.641,144.708,2316.76,1601.34,1660.04,495.472,473.637,660.319,1929.24,3271.24,3228.88,1135.51,1548.53,1716.14,1180.11,14251.3,13210.3,8677.43,2654.83,4219.76,738.976,792.786,981.746,108.838,171.16,110.727,10.738,35.6592,13.8631,13.1499,37.0642,11.8532,45.4965,15.0691,73.4529,34.0822,96.9765,199.267,314.098,260.394,105.38,3433.84,4142.05
105.333,59.1103,24.2008,63.2392,97.5178,129.533,142.898,2314.72,1588.33,1663.6,489.684,472.668,659.296,1864.12,3250.7,3197.29,1134.12,1567.14,1708.73,1177.37,14133.8,13148.1,8644.65,2636.78,4236.58,734.994,797.307,982.361,110.291,173.156,110.838,10.742,36.9411,14.1286,14.2009,38.8382,11.9543,43.5216,14.7118,75.5887,34.529,93.5403,202.391,314.087,260.642,122.137,3409.51,4110.44
105.5,60.8434,24.2245,64.6714,96.7932,129.326,142.341,2307.83,1589.63,1661.34,490.062,471.44,662.395,1823.95,3214.24,3161.83,1134.64,1541.51,1712.08,1179.12,14020,13116.6,8595.75,2649.9,4245.12,733.276,791.258,978.282,108.089,171.41,110.972,10.5218,37.3845,13.9587,14.2546,36.4581,12.0982,43.19,15.7142,71.2835,33.7284,98.0587,198.095,313.368,258.86,268.717,3369.63,4085.89
105.667,62.3685,22.8693,63.0855,97.5371,132.303,142.052,2310.46,1589.01,1647.31,496.82,475.717,652.85,1757.69,3191.1,3131.15,1126.35,1522.88,1711.21,1193.28,13857.8,13043.3,8493.18,2650.83,4223.28,743.144,794.708,971.763,107.388,169.811,112.994,10.2944,36.4061,13.5942,14.5994,37.3902,11.5823,42.4707,15.212,72.5847,33.3079,97.0714,203.169,310.666,255.962,117.971,3338.17,4053.47
105.833,63.7495,23.6547,62.7228,98.3777,130.944,141.429,2301.5,1584.74,1654.6,496.925,468.425,651.367,1712.99,3160.37,3105.63,1126.82,1493.83,1708.8,1177.38,13761.1,13007,8410.33,2653.59,4242.38,735.319,795.319,963.232,109.855,170.352,109.581,11.2319,36.7241,13.511,14.3077,37.2178,12.0668,43.9862,14.4857,73.1303,34.3555,94.5398,200.68,309.638,258.722,79.5128,3292.47,4027.58
106,61.0011,23.8349,61.7576,95.3713,131.197,139.769,2286.83,1585.56,1652.13,492.865,468.315,654.25,1670.81,3140.99,3085.71,1133.23,1504.44,1695.19,1159.65,13673,12974.5,8368.02,2643.36,4251.37,729.637,792.448,975.184,107.899,165.942,108.851,11.1425,36.6392,13.704,13.7481,36.5762,11.8646,43.16,14.5911,74.462,34.0116,95.5051,199.594,308.422,255.227,114.621,3257.41,3991.15
106.167,60.2114,22.9152,62.1244,95.394,129.159,140.401,2289.55,1575.75,1637.65,486.729,464.826,652.42,1631.24,3111.45,3030.78,1127.15,1514.52,1709.04,1157.2,13637.3,12905.7,8326.37,2665.11,4248.42,725.99,793.544,975.838,107.579,169.587,108.558,10.5234,36.4886,13.5234,13.5999,35.0341,11.5196,45.5044,14.3333,75.7943,34.0218,98.2378,198.294,311.969,256.483,103.423,3224.63,3957.9
106.333,63.1529,23.4205,64.2435,97.5719,128.63,138.598,2287.6,1566.78,1622.86,491.63,470.365,651.889,1570.94,3075.16,3029.62,1118.81,1508.16,1712.14,1154.85,13464.1,12817.7,8316.03,2642.96,4270.43,727.735,795.861,970.797,109.617,169.25,107.671,10.8859,36.8945,13.4477,14.2009,36.7646,11.9693,44.7056,14.6868,74.9993,34.2177,96.3077,202.758,307.474,254.944,111.418,3182.57,3962.25
106.5,61.1429,22.0254,63.1321,93.9526,130.395,140.108,2279.13,1559.26,1609.62,489.879,466.837,650.851,1536.89,3052.35,2989.81,1128.32,1502.71,1706.75,1154.89,13465.8,12768.3,8307.43,2649.32,4263.37,727.29,802.122,965.474,106.116,170.724,107.139,10.2125,37.2919,13.3368,13.9471,36.8382,12.6493,45.3567,15.0235,73.554,33.1851,97.3959,199.017,310.056,256.587,75.9442,3153.83,3918.56
106.667,63.3995,23.634,62.5099,96.9514,129.68,138.7,2275.76,1545.72,1602.16,493.196,462.694,653.271,1496.96,3038.68,2955.96,1124.38,1501.24,1691.34,1168.8,13413.2,12714.2,8304.51,2661.23,4227.46,725.642,790.181,965.556,104.857,168.284,105.938,11.1148,37.4995,13.9239,14.4437,37.8933,11.1316,42.2108,14.3577,74.4435,35.6016,97.6894,203.454,304.895,252.38,176.805,3120.57,3915.28
106.833,62.4343,23.6953,62.6665,93.3166,131.309,137.8,2245.39,1537.18,1603.47,491.921,462.634,653.317,1454.4,3004.47,2914.04,1130.52,1520.6,1702.77,1160.2,13332.9,12637.2,8182.07,2649.1,4262.57,729.733,792.12,961.732,106.47,168.062,106.499,11.0232,36.988,13.7034,14.8089,37.5416,11.3518,41.9476,13.7666,73.5727,33.8277,98.165,205.498,303.554,255.475,140.867,3083.13,3901.61
107,60.2337,23.2853,61.4333,94.0556,130.702,136.978,2244.71,1537.6,1589.06,487.825,460.681,649.954,1429.37,2982.61,2892.92,1119.22,1494.5,1696.3,1150.41,13239,12614.4,8164.74,2651.77,4244.26,718.419,791.557,960.174,107.502,167.278,104.088,11.0754,37.164,14.606,14.1999,37.3665,11.46,45.0272,15.6333,75.8399,35.3512,99.1179,204.334,309.246,252.378,166.483,3044.62,3875.86
107.167,60.957,23.0046,62.6903,94.9844,131.947,139.15,2242.07,1528.43,1585.51,490.723,465.213,653.159,1383.64,2951.96,2853.55,1116.42,1490.33,1712.65,1150.95,13208.6,12516.9,8113.39,2642.07,4241.07,724.118,793.869,966.415,105.793,168.012,105.476,10.929,36.8444,14.2252,14.089,37.0723,11.3335,43.9089,14.6963,76.9752,35.0407,96.7495,201.437,302.556,253.021,88.2076,3009.22,3840.51
107.333,61.0595,25.2247,63.7304,93.5098,128.818,137.201,2224.19,1535.11,1600.17,492.484,459.9,646.851,1348.32,2927.35,2846.96,1122.52,1479.86,1697.61,1146.18,13068.4,12419.2,8039.66,2650.8,4268.76,717.929,790.617,960.607,104.98,168.52,104.634,10.5957,37.8338,13.4383,14.0679,37.6446,12.1285,44.3472,14.4907,75.3795,34.2109,97.7155,203.015,306.927,254.987,214.366,2984.57,3815.23
107.5,62.6441,23.2605,62.9935,93.7468,129.818,135.213,2221.87,1510.64,1578.21,488.593,462.661,651.144,1323.97,2910.51,2805.84,1119.41,1512.84,1696.53,1144.8,13030.7,12374.8,8067.44,2654.51,4266.48,718.538,795.946,956.937,105.97,167.991,105.955,10.6243,36.3924,14.2052,14.4487,36.9623,12.2199,42.5206,15.2548,74.2065,34.3905,99.2029,203.891,306.611,249.744,103.696,2942.2,3819.77
107.667,61.4676,23.9692,62.8431,95.0685,127.796,137.044,2231.28,1500.77,1567.87,480.9,463.379,644.06,1283.56,2875.9,2771.21,1118.2,1499.35,1703.79,1133.89,12954.1,12313.9,8051.96,2653.92,4255.33,711.032,787.953,952.949,105.492,165.653,103.908,10.7981,35.6536,13.9728,14.3707,37.1379,11.3178,44.093,15.116,74.915,35.4219,97.7254,200.135,302.534,248.396,82.3722,2920.74,3787.05
107.833,61.8812,24.0547,64.1643,93.7995,128.157,133.456,2221.28,1499.4,1579.32,490.134,462.269,645.962,1245.23,2847.63,2756.13,1115.51,1477.37,1683.15,1132.26,12911.1,12235.4,7988.39,2658.74,4263.47,720.341,790.023,961.824,103.938,164.634,104.875,10.4077,37.3185,13.6562,13.9283,36.3676,11.7342,43.6495,14.0735,74.3773,35.6669,96.8546,201.706,302.255,254.219,146.564,2893.59,3748.1
108,61.2698,23.4955,63.444,94.7156,128.064,134.842,2206.08,1482.82,1588.81,486.48,457.955,643.296,1206.72,2824.55,2732.64,1110.84,1456.07,1689.77,1143.43,12825,12167.5,7980.46,2643.08,4267.66,707.252,788.314,961.05,103.093,168.044,103.813,10.8138,36.4333,14.6211,14.4355,38.1849,10.7882,45.1488,14.7016,73.0956,33.2151,96.0867,201.98,303.677,246.949,168.47,2838.46,3745.7
108.167,63.5687,24.3719,63.0614,93.0222,130.057,132.98,2197.07,1482.82,1568.5,484.674,458.54,639.033,1178.03,2800.01,2706.6,1116.72,1442.11,1673.57,1145.43,12719.2,12077,7931.28,2640.14,4271.63,704.641,785.395,954.329,103.787,165.266,104.479,11.194,39.0985,13.9253,14.2935,37.669,12.2496,43.8755,14.3417,77.0329,34.3948,94.608,201.637,303.119,249.044,99.7679,2825.35,3708.83
108.333,62.8016,23.527,62.9108,94.6744,125.596,133.5,2182.66,1468.47,1556.59,490.417,461.454,642.95,1147.05,2764.97,2679.77,1110.72,1439.48,1672.14,1145.57,12716.9,12024.6,7865.3,2637.26,4259.39,707.445,789.154,948.186,101.731,162.431,100.19,10.5841,36.6855,14.375,14.3844,36.9741,11.4049,44.6418,14.4002,74.0249,34.7711,97.8835,203.191,293.889,245.612,120.491,2779.46,3681.53
108.5,63.0834,24.3445,63.4413,94.1763,127.153,132.334,2185.38,1471.98,1545.12,486.402,458.622,633.254,1114.39,2755.28,2645.1,1121.61,1451.62,1669.3,1140.37,12699.1,11939.7,7826.33,2637.13,4271.36,708.124,791.983,945.662,103.276,162,103.448,11.0126,36.8872,14.2734,14.3096,37.2445,11.8874,43.9472,14.5011,73.0008,36.7852,98.633,204.186,300.127,242.598,113.131,2743.28,3648.86
108.667,61.9037,23.4823,64.332,93.1217,126.567,130.826,2185.05,1468.18,1517.26,482.364,450.958,641.005,1082.37,2730.06,2624.91,1104.35,1464.35,1660.74,1128.54,12599.5,11863.6,7811.19,2634.57,4279.11,704.306,792.721,941.222,102.918,161.604,102.976,10.8131,36.1272,14.2563,13.6529,37.4034,11.2768,44.4236,13.5675,74.0068,34.7051,98.5264,201.122,299.186,252.694,92.5625,2708.33,3617.12
108.833,62.6053,23.5474,61.3409,90.1843,126.918,131.146,2171.59,1473.59,1498.18,483.885,457.309,639.592,1048.64,2704.08,2590.99,1106.49,1458.62,1669.24,1126.67,12494.5,11923,7846.29,2624.22,4260.25,708.665,780.866,949.553,101.837,164.226,101.247,10.3137,36.9741,14.5778,13.6963,37.2992,11.9964,45.33,14.489,77.0816,35.5696,98.3157,205.048,296.184,247.785,99.4048,2674.88,3603.37
109,61.6037,24.082,62.9391,93.2433,124.308,130.8,2168.16,1473.43,1528.83,485.627,452.202,637.645,1012.49,2681.62,2573.5,1100.94,1424.65,1675.18,1130.23,12380.4,11834.1,7841.94,2619.19,4262.39,698.932,780.743,947.314,99.47,163.43,100.017,10.9668,36.8439,14.2016,13.8893,36.6147,11.1498,42.7885,14.2517,75.0515,34.1563,98.0652,201.715,296.205,245.761,258.394,2641.84,3569.19
109.167,62.3864,24.0387,61.3791,94.1109,124.746,130.08,2156.9,1461.23,1529.28,478.424,449.765,634.76,975.339,2652.51,2550.94,1099.72,1424.17,1673.45,1129.75,12249.7,11768.6,7798.64,2621.79,4267.12,700.976,785.132,943.105,103.372,162.286,100.578,11.3807,37.6212,14.1665,14.1095,36.7025,10.3687,44.0178,14.0389,75.6281,36.3377,95.9283,205.524,291.173,246.17,60.9214,2606.03,3556.97
109.333,62.0048,22.3558,63.5973,93.7883,127.693,128.685,2144.77,1473.24,1520.4,482.73,451.614,629.979,943.648,2641.43,2521.31,1103.67,1445.27,1663.38,1106.08,12245.4,11696.6,7806.11,2624.71,4246.17,696.055,788.276,940.271,97.7046,163.766,99.159,11.1514,37.8578,14.6342,14.302,37.2156,11.5611,43.2754,14.022,75.2406,36.6733,96.5509,203.083,295.051,247.885,100.824,2583.8,3534.28
109.5,62.5983,24.4313,62.864,93.0993,125.621,129.432,2144.28,1461.4,1518.08,486.655,451.924,638.06,913.96,2606.66,2498.45,1106.33,1456.11,1650.97,1122.2,12131.4,11618.4,7836.85,2608.78,4249.36,698.336,784.156,941.6,97.9176,164.861,97.3696,9.67333,37.2491,14.1627,14.0079,36.732,11.783,43.5574,13.6373,75.0656,36.5959,97.6394,201.464,292.034,249.838,153.673,2557.48,3497.56
109.667,62.6666,24.0405,62.3099,93.4351,124.677,125.914,2138.29,1461.41,1514.11,483.174,449.131,633.504,874.021,2591.63,2486.91,1098.35,1401.98,1657.83,1122.84,12128.8,11555.4,7843.27,2606.56,4257.54,698.483,790.23,934.603,100.037,164.423,98.6982,9.85072,35.4386,14.0989,14.0529,37.7693,11.3916,45.1466,13.9911,78.0239,36.0591,96.9035,204.461,292.872,246.045,150.683,2506.29,3464.43
109.833,63.8442,21.7959,62.8881,92.9304,125.242,128.488,2136.05,1440.99,1494.56,478.886,450.248,633.62,848.576,2571.12,2447.63,1090.6,1407.31,1665.52,1110.09,12126.4,11483.6,7870.23,2612.38,4242.82,700.775,785.051,938.53,98.7685,161.316,97.5009,10.5557,38.4732,13.5839,14.4023,36.6491,11.5629,43.4211,13.4843,76.3759,34.4196,96.5661,205.914,291.048,245.793,160.21,2491.83,3449.28
110,63.8969,24.3463,64.4418,90.9065,125.215,126.497,2128.27,1435.42,1503.64,479.005,452.454,633.134,802.99,2541.12,2429.18,1096.27,1380.48,1666.83,1102.96,12032.7,11419.7,7838.88,2589.36,4233.46,692.896,775.696,930.166,96.8369,162.916,97.125,11.0961,35.5774,14.3327,13.4363,37.1363,10.7892,43.8862,13.3249,76.3075,36.3896,97.4769,205.457,290.043,244.001,115.214,2438.88,3412.53
110.167,61.6713,24.0905,62.7349,91.4905,125.219,125.41,2118.13,1422.52,1493.23,477.696,448.009,631.719,773.561,2517.91,2411.64,1092.44,1392.1,1649.21,1103.65,12012.1,11328.4,7801.31,2589.98,4250.34,697.184,786.776,935.043,96.7356,161.592,98.1054,10.8142,37.3879,14.0155,14.397,37.5356,11.5614,44.1166,13.8669,75.1447,36.246,101.425,201.92,292.182,250.483,89.9602,2403.43,3385.48
